participantid,session,duration,subject_condition,graph_condition,group,question,time
s41087,1,1279,warning,control,1A,31,7.76
s41087,1,1279,warning,truncated,1A,32,5.061
s41087,1,1279,warning,control,1A,33,12.818
s41087,1,1279,warning,truncated,1A,34,42.236
s41087,1,1279,warning,control,1A,35,12.372
s41087,1,1279,warning,truncated,1A,36,14.279
s41087,1,1279,warning,control,1A,37,15.932
s41087,1,1279,warning,truncated,1A,38,23.553
s41087,1,1279,warning,control,1A,39,8.894
s41087,1,1279,warning,truncated,1A,40,23.948
s41087,2,736,warning,control,2A,1,11.73
s41087,2,736,warning,truncated,2A,2,11.102
s41087,2,736,warning,control,2A,3,15.142
s41087,2,736,warning,truncated,2A,4,13.834
s41087,2,736,warning,control,2A,5,10.912
s41087,2,736,warning,truncated,2A,6,11.174
s41087,2,736,warning,control,2A,7,35.579
s41087,2,736,warning,truncated,2A,8,11.816
s41087,2,736,warning,control,2A,9,20.842
s41087,2,736,warning,truncated,2A,10,14.13
s41087,2,736,warning,control,2A,11,10.086
s41087,2,736,warning,truncated,2A,12,5.607
s41087,2,736,warning,control,2A,13,13.365
s41087,2,736,warning,truncated,2A,14,15.279
s41087,2,736,warning,control,2A,15,9.805
s41087,2,736,warning,truncated,2A,16,7.381
s41087,2,736,warning,control,2A,17,6.239
s41087,2,736,warning,truncated,2A,18,13.747
s41087,2,736,warning,control,2A,19,7.368
s41087,2,736,warning,truncated,2A,20,11.165
s41087,2,736,warning,control,2A,21,11.319
s41087,2,736,warning,truncated,2A,22,10.584
s41087,2,736,warning,control,2A,23,14.007
s41087,2,736,warning,truncated,2A,24,9.059
s41087,2,736,warning,control,2A,25,12.252
s41087,2,736,warning,truncated,2A,26,6.688
s41087,2,736,warning,control,2A,27,6.563
s41087,2,736,warning,truncated,2A,28,8.328
s41087,2,736,warning,control,2A,29,8.837
s41087,2,736,warning,truncated,2A,30,15.128
s41087,2,736,warning,control,2A,31,19.968
s41087,2,736,warning,truncated,2A,32,10.668
s41087,2,736,warning,control,2A,33,10.706
s41087,2,736,warning,truncated,2A,34,9.522
s41087,2,736,warning,control,2A,35,18.157
s41087,2,736,warning,truncated,2A,36,11.331
s41087,2,736,warning,control,2A,37,9.544
s41087,2,736,warning,truncated,2A,38,8.269
s41087,2,736,warning,control,2A,39,18.717
s41087,2,736,warning,truncated,2A,40,30.78
s41088,1,769,warning,truncated,2B,1,8.671
s41088,1,769,warning,control,2B,2,9.843
s41088,1,769,warning,truncated,2B,3,6.776
s41088,1,769,warning,control,2B,4,25.445
s41088,1,769,warning,truncated,2B,5,6.661
s41088,1,769,warning,control,2B,6,13.859
s41088,1,769,warning,truncated,2B,7,11.326
s41088,1,769,warning,control,2B,8,8.302
s41088,1,769,warning,truncated,2B,9,10.452
s41088,1,769,warning,control,2B,10,9.245
s41088,1,769,warning,truncated,2B,11,8.967
s41088,1,769,warning,control,2B,12,7.683
s41088,1,769,warning,truncated,2B,13,7.696
s41088,1,769,warning,control,2B,14,8.337
s41088,1,769,warning,truncated,2B,15,19.085
s41088,1,769,warning,control,2B,16,4.366
s41088,1,769,warning,truncated,2B,17,7.009
s41088,1,769,warning,control,2B,18,5.922
s41088,1,769,warning,truncated,2B,19,6.875
s41088,1,769,warning,control,2B,20,9.218
s41088,1,769,warning,truncated,2B,21,7.801
s41088,1,769,warning,control,2B,22,8.883
s41088,1,769,warning,truncated,2B,23,12.124
s41088,1,769,warning,control,2B,24,8.224
s41088,1,769,warning,truncated,2B,25,9.201
s41088,1,769,warning,control,2B,26,6.552
s41088,1,769,warning,truncated,2B,27,6.388
s41088,1,769,warning,control,2B,28,9.246
s41088,1,769,warning,truncated,2B,29,9.422
s41088,1,769,warning,control,2B,30,8.001
s41088,1,769,warning,truncated,2B,31,10.088
s41088,1,769,warning,control,2B,32,14.088
s41088,1,769,warning,truncated,2B,33,10.668
s41088,1,769,warning,control,2B,34,6.134
s41088,1,769,warning,truncated,2B,35,18.534
s41088,1,769,warning,control,2B,36,35.633
s41088,1,769,warning,truncated,2B,37,11.812
s41088,1,769,warning,control,2B,38,22.097
s41088,1,769,warning,truncated,2B,39,11.067
s41088,1,769,warning,control,2B,40,6.695
s41088,2,605,warning,control,1A,1,10.958
s41088,2,605,warning,truncated,1A,2,9.623
s41088,2,605,warning,control,1A,3,7.564
s41088,2,605,warning,truncated,1A,4,9.289
s41088,2,605,warning,control,1A,5,8.547
s41088,2,605,warning,truncated,1A,6,7.735
s41088,2,605,warning,control,1A,7,9.862
s41088,2,605,warning,truncated,1A,8,16.921
s41088,2,605,warning,control,1A,9,6.966
s41088,2,605,warning,truncated,1A,10,11.148
s41088,2,605,warning,control,1A,11,6.5
s41088,2,605,warning,truncated,1A,12,11.55
s41088,2,605,warning,control,1A,13,8.665
s41088,2,605,warning,truncated,1A,14,12.84
s41088,2,605,warning,control,1A,15,10.597
s41088,2,605,warning,truncated,1A,16,10.263
s41088,2,605,warning,control,1A,17,9.906
s41088,2,605,warning,truncated,1A,18,15.958
s41088,2,605,warning,control,1A,19,12.246
s41088,2,605,warning,truncated,1A,20,14.874
s41088,2,605,warning,control,1A,21,7.989
s41088,2,605,warning,truncated,1A,22,11.826
s41088,2,605,warning,control,1A,23,12.826
s41088,2,605,warning,truncated,1A,24,11.596
s41088,2,605,warning,control,1A,25,8.513
s41088,2,605,warning,truncated,1A,26,8.093
s41088,2,605,warning,control,1A,27,6.186
s41088,2,605,warning,truncated,1A,28,7.92
s41088,2,605,warning,control,1A,29,8.343
s41088,2,605,warning,truncated,1A,30,6.835
s41088,2,605,warning,control,1A,31,11.537
s41088,2,605,warning,truncated,1A,32,10.14
s41088,2,605,warning,control,1A,33,7.922
s41088,2,605,warning,truncated,1A,34,8.921
s41088,2,605,warning,control,1A,35,8.651
s41088,2,605,warning,truncated,1A,36,16.878
s41088,2,605,warning,control,1A,37,9.021
s41088,2,605,warning,truncated,1A,38,15.22
s41088,2,605,warning,control,1A,39,6.871
s41088,2,605,warning,truncated,1A,40,11.272
s41089,1,876,no warning,truncated,2B,1,4.785
s41089,1,876,no warning,control,2B,2,6.94
s41089,1,876,no warning,truncated,2B,3,2.662
s41089,1,876,no warning,control,2B,4,8.225
s41089,1,876,no warning,truncated,2B,5,4.427
s41089,1,876,no warning,control,2B,6,3.934
s41089,1,876,no warning,truncated,2B,7,11.621
s41089,1,876,no warning,control,2B,8,58.439
s41089,1,876,no warning,truncated,2B,9,5.842
s41089,1,876,no warning,control,2B,10,4.297
s41089,1,876,no warning,truncated,2B,11,6.862
s41089,1,876,no warning,control,2B,12,10.266
s41089,1,876,no warning,truncated,2B,13,5.865
s41089,1,876,no warning,control,2B,14,3.292
s41089,1,876,no warning,truncated,2B,15,6.593
s41089,1,876,no warning,control,2B,16,3.918
s41089,1,876,no warning,truncated,2B,17,8.765
s41089,1,876,no warning,control,2B,18,9.632
s41089,1,876,no warning,truncated,2B,19,5.239
s41089,1,876,no warning,control,2B,20,32.982
s41089,1,876,no warning,truncated,2B,21,29.469
s41089,1,876,no warning,control,2B,22,5.393
s41089,1,876,no warning,truncated,2B,23,12.101
s41089,1,876,no warning,control,2B,24,13.723
s41089,1,876,no warning,truncated,2B,25,35.279
s41089,1,876,no warning,control,2B,26,35.8
s41089,1,876,no warning,truncated,2B,27,3.336
s41089,1,876,no warning,control,2B,28,9.65
s41089,1,876,no warning,truncated,2B,29,29.207
s41089,1,876,no warning,control,2B,30,4.564
s41089,1,876,no warning,truncated,2B,31,4.225
s41089,1,876,no warning,control,2B,32,12.697
s41089,1,876,no warning,truncated,2B,33,3.579
s41089,1,876,no warning,control,2B,34,113.838
s41089,1,876,no warning,truncated,2B,35,3.548
s41089,1,876,no warning,control,2B,36,4.913
s41089,1,876,no warning,truncated,2B,37,4.385
s41089,1,876,no warning,control,2B,38,9.732
s41089,1,876,no warning,truncated,2B,39,27.156
s41089,1,876,no warning,control,2B,40,4.618
s41089,2,839,no warning,truncated,1B,1,5.326
s41089,2,839,no warning,control,1B,2,3.362
s41089,2,839,no warning,truncated,1B,3,10.589
s41089,2,839,no warning,control,1B,4,9.602
s41089,2,839,no warning,truncated,1B,5,7.148
s41089,2,839,no warning,control,1B,6,4.239
s41089,2,839,no warning,truncated,1B,7,8.543
s41089,2,839,no warning,control,1B,8,4.279
s41089,2,839,no warning,truncated,1B,9,5.658
s41089,2,839,no warning,control,1B,10,21.522
s41089,2,839,no warning,truncated,1B,11,3.6
s41089,2,839,no warning,control,1B,12,4.83
s41089,2,839,no warning,truncated,1B,13,15.644
s41089,2,839,no warning,control,1B,14,8.112
s41089,2,839,no warning,truncated,1B,15,4.096
s41089,2,839,no warning,control,1B,16,11.222
s41089,2,839,no warning,truncated,1B,17,4.976
s41089,2,839,no warning,control,1B,18,7.549
s41089,2,839,no warning,truncated,1B,19,4.241
s41089,2,839,no warning,control,1B,20,6.347
s41089,2,839,no warning,truncated,1B,21,4.9
s41089,2,839,no warning,control,1B,22,4.195
s41089,2,839,no warning,truncated,1B,23,5.642
s41089,2,839,no warning,control,1B,24,4.517
s41089,2,839,no warning,truncated,1B,25,7.809
s41089,2,839,no warning,control,1B,26,6.818
s41089,2,839,no warning,truncated,1B,27,11.864
s41089,2,839,no warning,control,1B,28,4.865
s41089,2,839,no warning,truncated,1B,29,4.089
s41089,2,839,no warning,control,1B,30,3.581
s41089,2,839,no warning,truncated,1B,31,6.773
s41089,2,839,no warning,control,1B,32,7.483
s41089,2,839,no warning,truncated,1B,33,4.368
s41089,2,839,no warning,control,1B,34,25.76
s41089,2,839,no warning,truncated,1B,35,8.305
s41089,2,839,no warning,control,1B,36,4.09
s41089,2,839,no warning,truncated,1B,37,6.424
s41089,2,839,no warning,control,1B,38,3.762
s41089,2,839,no warning,truncated,1B,39,4.934
s41089,2,839,no warning,control,1B,40,4.295
s41090,1,2076,warning,truncated,1B,1,19.489
s41090,1,2076,warning,control,1B,2,24.216
s41090,1,2076,warning,truncated,1B,3,10.927
s41090,1,2076,warning,control,1B,4,16.231
s41090,1,2076,warning,truncated,1B,5,14.624
s41090,1,2076,warning,control,1B,6,28.745
s41090,1,2076,warning,truncated,1B,7,14.929
s41090,1,2076,warning,control,1B,8,14.978
s41090,1,2076,warning,truncated,1B,9,25.486
s41090,1,2076,warning,control,1B,10,14.151
s41090,1,2076,warning,truncated,1B,11,16.157
s41090,1,2076,warning,control,1B,12,20.933
s41090,1,2076,warning,truncated,1B,13,12.632
s41090,1,2076,warning,control,1B,14,21.833
s41090,1,2076,warning,truncated,1B,15,18.418
s41090,1,2076,warning,control,1B,16,15.815
s41090,1,2076,warning,truncated,1B,17,14.078
s41090,1,2076,warning,control,1B,18,16.337
s41090,1,2076,warning,truncated,1B,19,25.631
s41090,1,2076,warning,control,1B,20,26.169
s41090,1,2076,warning,truncated,1B,21,16.483
s41090,1,2076,warning,control,1B,22,20.419
s41090,1,2076,warning,truncated,1B,23,21.108
s41090,1,2076,warning,control,1B,24,12.642
s41090,1,2076,warning,truncated,1B,25,31.4
s41090,1,2076,warning,control,1B,26,9.199
s41090,1,2076,warning,truncated,1B,27,9.885
s41090,1,2076,warning,control,1B,28,11.928
s41090,1,2076,warning,truncated,1B,29,13.966
s41090,1,2076,warning,control,1B,30,24.346
s41090,1,2076,warning,truncated,1B,31,22.367
s41090,1,2076,warning,control,1B,32,20.412
s41090,1,2076,warning,truncated,1B,33,25.886
s41090,1,2076,warning,control,1B,34,17.448
s41090,1,2076,warning,truncated,1B,35,23.674
s41090,1,2076,warning,control,1B,36,14.142
s41090,1,2076,warning,truncated,1B,37,11.195
s41090,1,2076,warning,control,1B,38,44.511
s41090,1,2076,warning,truncated,1B,39,11.319
s41090,1,2076,warning,control,1B,40,11.44
s41090,2,866,warning,control,2A,1,30.69
s41090,2,866,warning,truncated,2A,2,7.962
s41090,2,866,warning,control,2A,3,13.479
s41090,2,866,warning,truncated,2A,4,20.44
s41090,2,866,warning,control,2A,5,12.851
s41090,2,866,warning,truncated,2A,6,17.752
s41090,2,866,warning,control,2A,7,11.471
s41090,2,866,warning,truncated,2A,8,14.938
s41090,2,866,warning,control,2A,9,11.567
s41090,2,866,warning,truncated,2A,10,11.053
s41090,2,866,warning,control,2A,11,11.981
s41090,2,866,warning,truncated,2A,12,22.779
s41090,2,866,warning,control,2A,13,10.098
s41090,2,866,warning,truncated,2A,14,16.343
s41090,2,866,warning,control,2A,15,22.06
s41090,2,866,warning,truncated,2A,16,13.2
s41090,2,866,warning,control,2A,17,8.679
s41090,2,866,warning,truncated,2A,18,11.764
s41090,2,866,warning,control,2A,19,24.098
s41090,2,866,warning,truncated,2A,20,18.067
s41090,2,866,warning,control,2A,21,10.438
s41090,2,866,warning,truncated,2A,22,20.691
s41090,2,866,warning,control,2A,23,9.661
s41090,2,866,warning,truncated,2A,24,9.846
s41090,2,866,warning,control,2A,25,7.291
s41090,2,866,warning,truncated,2A,26,9.9
s41090,2,866,warning,control,2A,27,17.632
s41090,2,866,warning,truncated,2A,28,11.307
s41090,2,866,warning,control,2A,29,15.262
s41090,2,866,warning,truncated,2A,30,16.497
s41090,2,866,warning,control,2A,31,14.84
s41090,2,866,warning,truncated,2A,32,7.114
s41090,2,866,warning,control,2A,33,11.666
s41090,2,866,warning,truncated,2A,34,9.796
s41090,2,866,warning,control,2A,35,27.6
s41090,2,866,warning,truncated,2A,36,69.842
s41090,2,866,warning,control,2A,37,7.971
s41090,2,866,warning,truncated,2A,38,16.478
s41090,2,866,warning,control,2A,39,8.576
s41090,2,866,warning,truncated,2A,40,13.244
s41091,1,523,no warning,control,2A,1,4.99
s41091,1,523,no warning,truncated,2A,2,5.085
s41091,1,523,no warning,control,2A,3,6.414
s41091,1,523,no warning,truncated,2A,4,4.303
s41091,1,523,no warning,control,2A,5,4.539
s41091,1,523,no warning,truncated,2A,6,4.919
s41091,1,523,no warning,control,2A,7,8.186
s41091,1,523,no warning,truncated,2A,8,58.965
s41091,1,523,no warning,control,2A,9,4.965
s41091,1,523,no warning,truncated,2A,10,5.791
s41091,1,523,no warning,control,2A,11,5.171
s41091,1,523,no warning,truncated,2A,12,5.801
s41091,1,523,no warning,control,2A,13,5.226
s41091,1,523,no warning,truncated,2A,14,5.246
s41091,1,523,no warning,control,2A,15,4.999
s41091,1,523,no warning,truncated,2A,16,4.982
s41091,1,523,no warning,control,2A,17,6.308
s41091,1,523,no warning,truncated,2A,18,3.511
s41091,1,523,no warning,control,2A,19,19.694
s41091,1,523,no warning,truncated,2A,20,3.293
s41091,1,523,no warning,control,2A,21,5.064
s41091,1,523,no warning,truncated,2A,22,50.096
s41091,1,523,no warning,control,2A,23,6.264
s41091,1,523,no warning,truncated,2A,24,4.527
s41091,1,523,no warning,control,2A,25,5.737
s41091,1,523,no warning,truncated,2A,26,4.634
s41091,1,523,no warning,control,2A,27,19.287
s41091,1,523,no warning,truncated,2A,28,5.609
s41091,1,523,no warning,control,2A,29,5.638
s41091,1,523,no warning,truncated,2A,30,7.903
s41091,1,523,no warning,control,2A,31,5.247
s41091,1,523,no warning,truncated,2A,32,5.349
s41091,1,523,no warning,control,2A,33,8.862
s41091,1,523,no warning,truncated,2A,34,4.234
s41091,1,523,no warning,control,2A,35,13.012
s41091,1,523,no warning,truncated,2A,36,7.275
s41091,1,523,no warning,control,2A,37,4.856
s41091,1,523,no warning,truncated,2A,38,5.389
s41091,1,523,no warning,control,2A,39,8.97
s41091,1,523,no warning,truncated,2A,40,4.308
s41091,2,1267,no warning,control,1A,1,7.063
s41091,2,1267,no warning,truncated,1A,2,6.915
s41091,2,1267,no warning,control,1A,3,9.242
s41091,2,1267,no warning,truncated,1A,4,5.059
s41091,2,1267,no warning,control,1A,5,10.796
s41091,2,1267,no warning,truncated,1A,6,6.04
s41091,2,1267,no warning,control,1A,7,5.673
s41091,2,1267,no warning,truncated,1A,8,5.813
s41091,2,1267,no warning,control,1A,9,5.455
s41091,2,1267,no warning,truncated,1A,10,7.338
s41091,2,1267,no warning,control,1A,11,5.774
s41091,2,1267,no warning,truncated,1A,12,6.631
s41091,2,1267,no warning,control,1A,13,5.559
s41091,2,1267,no warning,truncated,1A,14,8.392
s41091,2,1267,no warning,control,1A,15,9.172
s41091,2,1267,no warning,truncated,1A,16,6.744
s41091,2,1267,no warning,control,1A,17,4.616
s41091,2,1267,no warning,truncated,1A,18,28.521
s41091,2,1267,no warning,control,1A,19,6.584
s41091,2,1267,no warning,truncated,1A,20,6.134
s41091,2,1267,no warning,control,1A,21,7.769
s41091,2,1267,no warning,truncated,1A,22,4.374
s41091,2,1267,no warning,control,1A,23,8.151
s41091,2,1267,no warning,truncated,1A,24,17.016
s41091,2,1267,no warning,control,1A,25,23.477
s41091,2,1267,no warning,truncated,1A,26,5.476
s41091,2,1267,no warning,control,1A,27,6.17
s41091,2,1267,no warning,truncated,1A,28,5.25
s41091,2,1267,no warning,control,1A,29,5.119
s41091,2,1267,no warning,truncated,1A,30,7.306
s41091,2,1267,no warning,control,1A,31,4.243
s41091,2,1267,no warning,truncated,1A,32,6.832
s41091,2,1267,no warning,control,1A,33,12.221
s41091,2,1267,no warning,truncated,1A,34,7.813
s41091,2,1267,no warning,control,1A,35,7.079
s41091,2,1267,no warning,truncated,1A,36,5.566
s41091,2,1267,no warning,control,1A,37,778.074
s41091,2,1267,no warning,truncated,1A,38,23.26
s41091,2,1267,no warning,control,1A,39,2.841
s41091,2,1267,no warning,truncated,1A,40,37.683
s41092,1,422,warning,control,1A,1,5.53
s41092,1,422,warning,truncated,1A,2,18.054
s41092,1,422,warning,control,1A,3,8.695
s41092,1,422,warning,truncated,1A,4,4.523
s41092,1,422,warning,control,1A,5,7.694
s41092,1,422,warning,truncated,1A,6,6.152
s41092,1,422,warning,control,1A,7,6.971
s41092,1,422,warning,truncated,1A,8,5.367
s41092,1,422,warning,control,1A,9,5.893
s41092,1,422,warning,truncated,1A,10,6.55
s41092,1,422,warning,control,1A,11,6.822
s41092,1,422,warning,truncated,1A,12,9.404
s41092,1,422,warning,control,1A,13,6.284
s41092,1,422,warning,truncated,1A,14,8.547
s41092,1,422,warning,control,1A,15,6.849
s41092,1,422,warning,truncated,1A,16,8.318
s41092,1,422,warning,control,1A,17,6.299
s41092,1,422,warning,truncated,1A,18,8.416
s41092,1,422,warning,control,1A,19,7.744
s41092,1,422,warning,truncated,1A,20,7.721
s41092,1,422,warning,control,1A,21,10.783
s41092,1,422,warning,truncated,1A,22,5.955
s41092,1,422,warning,control,1A,23,7.343
s41092,1,422,warning,truncated,1A,24,7.976
s41092,1,422,warning,control,1A,25,5.416
s41092,1,422,warning,truncated,1A,26,14.501
s41092,1,422,warning,control,1A,27,7.969
s41092,1,422,warning,truncated,1A,28,7.857
s41092,1,422,warning,control,1A,29,7.425
s41092,1,422,warning,truncated,1A,30,26.727
s41092,1,422,warning,control,1A,31,5.852
s41092,1,422,warning,truncated,1A,32,5.611
s41092,1,422,warning,control,1A,33,8.063
s41092,1,422,warning,truncated,1A,34,6.422
s41092,1,422,warning,control,1A,35,7.597
s41092,1,422,warning,truncated,1A,36,10.5
s41092,1,422,warning,control,1A,37,6.203
s41092,1,422,warning,truncated,1A,38,12.742
s41092,1,422,warning,control,1A,39,9.162
s41092,1,422,warning,truncated,1A,40,6.419
s41092,2,1281,warning,truncated,2B,1,26.129
s41092,2,1281,warning,control,2B,2,13.244
s41092,2,1281,warning,truncated,2B,3,18.164
s41092,2,1281,warning,control,2B,4,17.11
s41092,2,1281,warning,truncated,2B,5,5.786
s41092,2,1281,warning,control,2B,6,9.223
s41092,2,1281,warning,truncated,2B,7,6.194
s41092,2,1281,warning,control,2B,8,8.85
s41092,2,1281,warning,truncated,2B,9,13.379
s41092,2,1281,warning,control,2B,10,7.797
s41092,2,1281,warning,truncated,2B,11,6.236
s41092,2,1281,warning,control,2B,12,5.202
s41092,2,1281,warning,truncated,2B,13,8.347
s41092,2,1281,warning,control,2B,14,216.827
s41092,2,1281,warning,truncated,2B,15,9.407
s41092,2,1281,warning,control,2B,16,30.988
s41092,2,1281,warning,truncated,2B,17,7.614
s41092,2,1281,warning,control,2B,18,7.396
s41092,2,1281,warning,truncated,2B,19,6.901
s41092,2,1281,warning,control,2B,20,10.78
s41092,2,1281,warning,truncated,2B,21,111.98
s41092,2,1281,warning,control,2B,22,7.934
s41092,2,1281,warning,truncated,2B,23,6.166
s41092,2,1281,warning,control,2B,24,79.801
s41092,2,1281,warning,truncated,2B,25,4.59
s41092,2,1281,warning,control,2B,26,4.529
s41092,2,1281,warning,truncated,2B,27,11.985
s41092,2,1281,warning,control,2B,28,6.112
s41092,2,1281,warning,truncated,2B,29,11.576
s41092,2,1281,warning,control,2B,30,100.338
s41092,2,1281,warning,truncated,2B,31,7.502
s41092,2,1281,warning,control,2B,32,6.697
s41092,2,1281,warning,truncated,2B,33,7.212
s41092,2,1281,warning,control,2B,34,7.542
s41092,2,1281,warning,truncated,2B,35,7.007
s41092,2,1281,warning,control,2B,36,10.157
s41092,2,1281,warning,truncated,2B,37,8.986
s41092,2,1281,warning,control,2B,38,21.947
s41092,2,1281,warning,truncated,2B,39,13.374
s41092,2,1281,warning,control,2B,40,17.84
s41093,1,970,warning,control,1A,1,10.996
s41093,1,970,warning,truncated,1A,2,30.116
s41093,1,970,warning,control,1A,3,5.969
s41093,1,970,warning,truncated,1A,4,6.457
s41093,1,970,warning,control,1A,5,11.185
s41093,1,970,warning,truncated,1A,6,10.62
s41093,1,970,warning,control,1A,7,10.657
s41093,1,970,warning,truncated,1A,8,14.957
s41093,1,970,warning,control,1A,9,35.621
s41093,1,970,warning,truncated,1A,10,6.177
s41093,1,970,warning,control,1A,11,11.382
s41093,1,970,warning,truncated,1A,12,24.096
s41093,1,970,warning,control,1A,13,9.312
s41093,1,970,warning,truncated,1A,14,45.011
s41093,1,970,warning,control,1A,15,14.027
s41093,1,970,warning,truncated,1A,16,20.009
s41093,1,970,warning,control,1A,17,8.296
s41093,1,970,warning,truncated,1A,18,32.394
s41093,1,970,warning,control,1A,19,17.64
s41093,1,970,warning,truncated,1A,20,17.978
s41093,1,970,warning,control,1A,21,14.912
s41093,1,970,warning,truncated,1A,22,18.457
s41093,1,970,warning,control,1A,23,11.689
s41093,1,970,warning,truncated,1A,24,14.581
s41093,1,970,warning,control,1A,25,15.184
s41093,1,970,warning,truncated,1A,26,105.981
s41093,1,970,warning,control,1A,27,11.429
s41093,1,970,warning,truncated,1A,28,14
s41093,1,970,warning,control,1A,29,11.059
s41093,1,970,warning,truncated,1A,30,19.758
s41093,1,970,warning,control,1A,31,22.539
s41093,1,970,warning,truncated,1A,32,7.419
s41093,1,970,warning,control,1A,33,20.572
s41093,1,970,warning,truncated,1A,34,30.124
s41093,1,970,warning,control,1A,35,11.417
s41093,1,970,warning,truncated,1A,36,9.311
s41093,1,970,warning,control,1A,37,13.444
s41093,1,970,warning,truncated,1A,38,15.717
s41093,1,970,warning,control,1A,39,5.751
s41093,1,970,warning,truncated,1A,40,7.42
s41093,2,807,warning,truncated,2B,1,10.981
s41093,2,807,warning,control,2B,2,9.999
s41093,2,807,warning,truncated,2B,3,46.804
s41093,2,807,warning,control,2B,4,14.751
s41093,2,807,warning,truncated,2B,5,9.876
s41093,2,807,warning,control,2B,6,36.651
s41093,2,807,warning,truncated,2B,7,13.562
s41093,2,807,warning,control,2B,8,9.355
s41093,2,807,warning,truncated,2B,9,71.46
s41093,2,807,warning,control,2B,10,9.005
s41093,2,807,warning,truncated,2B,11,7.019
s41093,2,807,warning,control,2B,12,4.835
s41093,2,807,warning,truncated,2B,13,8.341
s41093,2,807,warning,control,2B,14,54.143
s41093,2,807,warning,truncated,2B,15,11.368
s41093,2,807,warning,control,2B,16,22.718
s41093,2,807,warning,truncated,2B,17,17.279
s41093,2,807,warning,control,2B,18,10.401
s41093,2,807,warning,truncated,2B,19,24.181
s41093,2,807,warning,control,2B,20,11.548
s41093,2,807,warning,truncated,2B,21,12.166
s41093,2,807,warning,control,2B,22,8.696
s41093,2,807,warning,truncated,2B,23,12.44
s41093,2,807,warning,control,2B,24,7.87
s41093,2,807,warning,truncated,2B,25,14.412
s41093,2,807,warning,control,2B,26,8.545
s41093,2,807,warning,truncated,2B,27,7.809
s41093,2,807,warning,control,2B,28,6.412
s41093,2,807,warning,truncated,2B,29,7.571
s41093,2,807,warning,control,2B,30,16.372
s41093,2,807,warning,truncated,2B,31,21.664
s41093,2,807,warning,control,2B,32,8.898
s41093,2,807,warning,truncated,2B,33,8.393
s41093,2,807,warning,control,2B,34,8.534
s41093,2,807,warning,truncated,2B,35,23.448
s41093,2,807,warning,control,2B,36,9.589
s41093,2,807,warning,truncated,2B,37,9.968
s41093,2,807,warning,control,2B,38,9.908
s41093,2,807,warning,truncated,2B,39,13.116
s41093,2,807,warning,control,2B,40,8.668
s41094,1,1165,no warning,control,2A,1,14.648
s41094,1,1165,no warning,truncated,2A,2,7
s41094,1,1165,no warning,control,2A,3,105.536
s41094,1,1165,no warning,truncated,2A,4,7.565
s41094,1,1165,no warning,control,2A,5,6.585
s41094,1,1165,no warning,truncated,2A,6,18.375
s41094,1,1165,no warning,control,2A,7,8.64
s41094,1,1165,no warning,truncated,2A,8,6.627
s41094,1,1165,no warning,control,2A,9,16.939
s41094,1,1165,no warning,truncated,2A,10,15.709
s41094,1,1165,no warning,control,2A,11,7.863
s41094,1,1165,no warning,truncated,2A,12,7.745
s41094,1,1165,no warning,control,2A,13,11.744
s41094,1,1165,no warning,truncated,2A,14,8.379
s41094,1,1165,no warning,control,2A,15,23.995
s41094,1,1165,no warning,truncated,2A,16,13.37
s41094,1,1165,no warning,control,2A,17,8.167
s41094,1,1165,no warning,truncated,2A,18,7.567
s41094,1,1165,no warning,control,2A,19,9.588
s41094,1,1165,no warning,truncated,2A,20,5.014
s41094,1,1165,no warning,control,2A,21,10.149
s41094,1,1165,no warning,truncated,2A,22,6.112
s41094,1,1165,no warning,control,2A,23,11.986
s41094,1,1165,no warning,truncated,2A,24,6.943
s41094,1,1165,no warning,control,2A,25,6.769
s41094,1,1165,no warning,truncated,2A,26,19.685
s41094,1,1165,no warning,control,2A,27,30.778
s41094,1,1165,no warning,truncated,2A,28,8.352
s41094,1,1165,no warning,control,2A,29,6.844
s41094,1,1165,no warning,truncated,2A,30,12.088
s41094,1,1165,no warning,control,2A,31,9.22
s41094,1,1165,no warning,truncated,2A,32,9.637
s41094,1,1165,no warning,control,2A,33,12.793
s41094,1,1165,no warning,truncated,2A,34,5.862
s41094,1,1165,no warning,control,2A,35,19.12
s41094,1,1165,no warning,truncated,2A,36,11.449
s41094,1,1165,no warning,control,2A,37,6.454
s41094,1,1165,no warning,truncated,2A,38,13.268
s41094,1,1165,no warning,control,2A,39,8.372
s41094,1,1165,no warning,truncated,2A,40,10.386
s41094,2,537,no warning,truncated,1B,1,7.407
s41094,2,537,no warning,control,1B,2,8.714
s41094,2,537,no warning,truncated,1B,3,11.926
s41094,2,537,no warning,control,1B,4,6.977
s41094,2,537,no warning,truncated,1B,5,13.456
s41094,2,537,no warning,control,1B,6,5.47
s41094,2,537,no warning,truncated,1B,7,9.861
s41094,2,537,no warning,control,1B,8,9.171
s41094,2,537,no warning,truncated,1B,9,5.642
s41094,2,537,no warning,control,1B,10,8.317
s41094,2,537,no warning,truncated,1B,11,9.133
s41094,2,537,no warning,control,1B,12,11.044
s41094,2,537,no warning,truncated,1B,13,6.55
s41094,2,537,no warning,control,1B,14,8.966
s41094,2,537,no warning,truncated,1B,15,6.29
s41094,2,537,no warning,control,1B,16,5.828
s41094,2,537,no warning,truncated,1B,17,11.741
s41094,2,537,no warning,control,1B,18,9.569
s41094,2,537,no warning,truncated,1B,19,8.503
s41094,2,537,no warning,control,1B,20,12.029
