participantid,session,duration,subject_condition,graph_condition,group,question,time
s41008,1,498,no warning,control,2A,23,8.671
s41008,1,498,no warning,truncated,2A,24,6.003
s41008,1,498,no warning,control,2A,25,16.763
s41008,1,498,no warning,truncated,2A,26,6.324
s41008,1,498,no warning,control,2A,27,5.009
s41008,1,498,no warning,truncated,2A,28,5.21
s41008,1,498,no warning,control,2A,29,7.43
s41008,1,498,no warning,truncated,2A,30,6.271
s41008,1,498,no warning,control,2A,31,5.939
s41008,1,498,no warning,truncated,2A,32,5.422
s41008,1,498,no warning,control,2A,33,8.551
s41008,1,498,no warning,truncated,2A,34,7.562
s41008,1,498,no warning,control,2A,35,8.635
s41008,1,498,no warning,truncated,2A,36,6.86
s41008,1,498,no warning,control,2A,37,16.902
s41008,1,498,no warning,truncated,2A,38,12.105
s41008,1,498,no warning,control,2A,39,6.667
s41008,1,498,no warning,truncated,2A,40,4.515
s41008,2,487,no warning,truncated,1B,1,7.092
s41008,2,487,no warning,control,1B,2,9.082
s41008,2,487,no warning,truncated,1B,3,6.083
s41008,2,487,no warning,control,1B,4,11.519
s41008,2,487,no warning,truncated,1B,5,10.041
s41008,2,487,no warning,control,1B,6,6.348
s41008,2,487,no warning,truncated,1B,7,16.498
s41008,2,487,no warning,control,1B,8,8.365
s41008,2,487,no warning,truncated,1B,9,10.466
s41008,2,487,no warning,control,1B,10,5.79
s41008,2,487,no warning,truncated,1B,11,8.33
s41008,2,487,no warning,control,1B,12,11.933
s41008,2,487,no warning,truncated,1B,13,4.567
s41008,2,487,no warning,control,1B,14,16.706
s41008,2,487,no warning,truncated,1B,15,5.436
s41008,2,487,no warning,control,1B,16,4.043
s41008,2,487,no warning,truncated,1B,17,5.041
s41008,2,487,no warning,control,1B,18,7.682
s41008,2,487,no warning,truncated,1B,19,8.483
s41008,2,487,no warning,control,1B,20,6.819
s41008,2,487,no warning,truncated,1B,21,9.949
s41008,2,487,no warning,control,1B,22,9.527
s41008,2,487,no warning,truncated,1B,23,6.129
s41008,2,487,no warning,control,1B,24,6.935
s41008,2,487,no warning,truncated,1B,25,5.873
s41008,2,487,no warning,control,1B,26,18.886
s41008,2,487,no warning,truncated,1B,27,6.699
s41008,2,487,no warning,control,1B,28,6.21
s41008,2,487,no warning,truncated,1B,29,4.605
s41008,2,487,no warning,control,1B,30,6.534
s41008,2,487,no warning,truncated,1B,31,10.413
s41008,2,487,no warning,control,1B,32,10.823
s41008,2,487,no warning,truncated,1B,33,12.104
s41008,2,487,no warning,control,1B,34,6.512
s41008,2,487,no warning,truncated,1B,35,5.638
s41008,2,487,no warning,control,1B,36,4.84
s41008,2,487,no warning,truncated,1B,37,5.866
s41008,2,487,no warning,control,1B,38,9.822
s41008,2,487,no warning,truncated,1B,39,10.8
s41008,2,487,no warning,control,1B,40,13.151
s41009,1,676,warning,control,2A,1,6.211
s41009,1,676,warning,truncated,2A,2,7.984
s41009,1,676,warning,control,2A,3,13.515
s41009,1,676,warning,truncated,2A,4,13.799
s41009,1,676,warning,control,2A,5,6.076
s41009,1,676,warning,truncated,2A,6,7.175
s41009,1,676,warning,control,2A,7,7.329
s41009,1,676,warning,truncated,2A,8,12.664
s41009,1,676,warning,control,2A,9,6.435
s41009,1,676,warning,truncated,2A,10,8.136
s41009,1,676,warning,control,2A,11,10.141
s41009,1,676,warning,truncated,2A,12,6.381
s41009,1,676,warning,control,2A,13,6.056
s41009,1,676,warning,truncated,2A,14,9.347
s41009,1,676,warning,control,2A,15,5.66
s41009,1,676,warning,truncated,2A,16,4.062
s41009,1,676,warning,control,2A,17,8.447
s41009,1,676,warning,truncated,2A,18,9.886
s41009,1,676,warning,control,2A,19,22.922
s41009,1,676,warning,truncated,2A,20,7.987
s41009,1,676,warning,control,2A,21,76.32
s41009,1,676,warning,truncated,2A,22,7.514
s41009,1,676,warning,control,2A,23,7.113
s41009,1,676,warning,truncated,2A,24,5.781
s41009,1,676,warning,control,2A,25,5.786
s41009,1,676,warning,truncated,2A,26,4.553
s41009,1,676,warning,control,2A,27,16.191
s41009,1,676,warning,truncated,2A,28,4.822
s41009,1,676,warning,control,2A,29,5.479
s41009,1,676,warning,truncated,2A,30,6.853
s41009,1,676,warning,control,2A,31,6.41
s41009,1,676,warning,truncated,2A,32,13.687
s41009,1,676,warning,control,2A,33,6.122
s41009,1,676,warning,truncated,2A,34,6.995
s41009,1,676,warning,control,2A,35,113.162
s41009,1,676,warning,truncated,2A,36,9.24
s41009,1,676,warning,control,2A,37,4.8
s41009,1,676,warning,truncated,2A,38,6.711
s41009,1,676,warning,control,2A,39,15.999
s41009,1,676,warning,truncated,2A,40,4.523
s41009,2,698,warning,truncated,1B,1,5.018
s41009,2,698,warning,control,1B,2,9.271
s41009,2,698,warning,truncated,1B,3,66.348
s41009,2,698,warning,control,1B,4,5.238
s41009,2,698,warning,truncated,1B,5,10.378
s41009,2,698,warning,control,1B,6,5.168
s41009,2,698,warning,truncated,1B,7,5.213
s41009,2,698,warning,control,1B,8,4.673
s41009,2,698,warning,truncated,1B,9,4.684
s41009,2,698,warning,control,1B,10,7.259
s41009,2,698,warning,truncated,1B,11,5.113
s41009,2,698,warning,control,1B,12,5.825
s41009,2,698,warning,truncated,1B,13,4.878
s41009,2,698,warning,control,1B,14,6.433
s41009,2,698,warning,truncated,1B,15,5.153
s41009,2,698,warning,control,1B,16,6.162
s41009,2,698,warning,truncated,1B,17,5.844
s41009,2,698,warning,control,1B,18,5.764
s41009,2,698,warning,truncated,1B,19,6.282
s41009,2,698,warning,control,1B,20,6.067
s41009,2,698,warning,truncated,1B,21,5.895
s41009,2,698,warning,control,1B,22,4.45
s41009,2,698,warning,truncated,1B,23,4.562
s41009,2,698,warning,control,1B,24,7.121
s41009,2,698,warning,truncated,1B,25,5.011
s41009,2,698,warning,control,1B,26,4.611
s41009,2,698,warning,truncated,1B,27,5.1
s41009,2,698,warning,control,1B,28,5.486
s41009,2,698,warning,truncated,1B,29,7.261
s41009,2,698,warning,control,1B,30,6.239
s41009,2,698,warning,truncated,1B,31,4.245
s41009,2,698,warning,control,1B,32,4.715
s41009,2,698,warning,truncated,1B,33,4.485
s41009,2,698,warning,control,1B,34,134.151
s41009,2,698,warning,truncated,1B,35,11.589
s41009,2,698,warning,control,1B,36,5.909
s41009,2,698,warning,truncated,1B,37,6.707
s41009,2,698,warning,control,1B,38,9.264
s41009,2,698,warning,truncated,1B,39,5.642
s41009,2,698,warning,control,1B,40,5.037
s41010,1,755,warning,truncated,1B,1,23.331
s41010,1,755,warning,control,1B,2,13.228
s41010,1,755,warning,truncated,1B,3,17.542
s41010,1,755,warning,control,1B,4,9.374
s41010,1,755,warning,truncated,1B,5,13.19
s41010,1,755,warning,control,1B,6,10.271
s41010,1,755,warning,truncated,1B,7,11.991
s41010,1,755,warning,control,1B,8,19.782
s41010,1,755,warning,truncated,1B,9,17.151
s41010,1,755,warning,control,1B,10,13.838
s41010,1,755,warning,truncated,1B,11,5.834
s41010,1,755,warning,control,1B,12,20.461
s41010,1,755,warning,truncated,1B,13,10.598
s41010,1,755,warning,control,1B,14,14.57
s41010,1,755,warning,truncated,1B,15,8.372
s41010,1,755,warning,control,1B,16,28.644
s41010,1,755,warning,truncated,1B,17,10.154
s41010,1,755,warning,control,1B,18,15.101
s41010,1,755,warning,truncated,1B,19,16.054
s41010,1,755,warning,control,1B,20,17.299
s41010,1,755,warning,truncated,1B,21,12.306
s41010,1,755,warning,control,1B,22,8.578
s41010,1,755,warning,truncated,1B,23,10.741
s41010,1,755,warning,control,1B,24,10.163
s41010,1,755,warning,truncated,1B,25,13.825
s41010,1,755,warning,control,1B,26,8.367
s41010,1,755,warning,truncated,1B,27,15.561
s41010,1,755,warning,control,1B,28,14.232
s41010,1,755,warning,truncated,1B,29,9.195
s41010,1,755,warning,control,1B,30,9.141
s41010,1,755,warning,truncated,1B,31,6.672
s41010,1,755,warning,control,1B,32,6.772
s41010,1,755,warning,truncated,1B,33,9.653
s41010,1,755,warning,control,1B,34,15.079
s41010,1,755,warning,truncated,1B,35,25.597
s41010,1,755,warning,control,1B,36,11.103
s41010,1,755,warning,truncated,1B,37,27.795
s41010,1,755,warning,control,1B,38,16.567
s41010,1,755,warning,truncated,1B,39,15.58
s41010,1,755,warning,control,1B,40,10.482
s41010,2,540,warning,truncated,2B,1,11.534
s41010,2,540,warning,control,2B,2,9.799
s41010,2,540,warning,truncated,2B,3,11.115
s41010,2,540,warning,control,2B,4,11.784
s41010,2,540,warning,truncated,2B,5,10.292
s41010,2,540,warning,control,2B,6,9.449
s41010,2,540,warning,truncated,2B,7,12.567
s41010,2,540,warning,control,2B,8,11.522
s41010,2,540,warning,truncated,2B,9,8.274
s41010,2,540,warning,control,2B,10,7.571
s41010,2,540,warning,truncated,2B,11,16.699
s41010,2,540,warning,control,2B,12,9.173
s41010,2,540,warning,truncated,2B,13,13.668
s41010,2,540,warning,control,2B,14,7.754
s41010,2,540,warning,truncated,2B,15,6.66
s41010,2,540,warning,control,2B,16,5.278
s41010,2,540,warning,truncated,2B,17,13.36
s41010,2,540,warning,control,2B,18,7.371
s41010,2,540,warning,truncated,2B,19,7.909
s41010,2,540,warning,control,2B,20,9.654
s41010,2,540,warning,truncated,2B,21,6.623
s41010,2,540,warning,control,2B,22,8.261
s41010,2,540,warning,truncated,2B,23,12.096
s41010,2,540,warning,control,2B,24,6.436
s41010,2,540,warning,truncated,2B,25,12.544
s41010,2,540,warning,control,2B,26,12.883
s41010,2,540,warning,truncated,2B,27,6.106
s41010,2,540,warning,control,2B,28,7.774
s41010,2,540,warning,truncated,2B,29,15.983
s41010,2,540,warning,control,2B,30,27.614
s41010,2,540,warning,truncated,2B,31,19.988
s41010,2,540,warning,control,2B,32,10.36
s41010,2,540,warning,truncated,2B,33,8.449
s41010,2,540,warning,control,2B,34,15.362
s41010,2,540,warning,truncated,2B,35,12.031
s41010,2,540,warning,control,2B,36,15.321
s41010,2,540,warning,truncated,2B,37,5.509
s41010,2,540,warning,control,2B,38,8.04
s41010,2,540,warning,truncated,2B,39,10.847
s41010,2,540,warning,control,2B,40,6.236
s41011,1,790,no warning,control,1A,1,15.587
s41011,1,790,no warning,truncated,1A,2,18.59
s41011,1,790,no warning,control,1A,3,12.075
s41011,1,790,no warning,truncated,1A,4,11.532
s41011,1,790,no warning,control,1A,5,16.509
s41011,1,790,no warning,truncated,1A,6,12.133
s41011,1,790,no warning,control,1A,7,14.274
s41011,1,790,no warning,truncated,1A,8,12.983
s41011,1,790,no warning,control,1A,9,13.66
s41011,1,790,no warning,truncated,1A,10,15.334
s41011,1,790,no warning,control,1A,11,10.084
s41011,1,790,no warning,truncated,1A,12,21.886
s41011,1,790,no warning,control,1A,13,13.191
s41011,1,790,no warning,truncated,1A,14,22.571
s41011,1,790,no warning,control,1A,15,15.78
s41011,1,790,no warning,truncated,1A,16,8.926
s41011,1,790,no warning,control,1A,17,16.703
s41011,1,790,no warning,truncated,1A,18,13.777
s41011,1,790,no warning,control,1A,19,23.113
s41011,1,790,no warning,truncated,1A,20,11.312
s41011,1,790,no warning,control,1A,21,19.003
s41011,1,790,no warning,truncated,1A,22,13.026
s41011,1,790,no warning,control,1A,23,12.222
s41011,1,790,no warning,truncated,1A,24,11.55
s41011,1,790,no warning,control,1A,25,16.522
s41011,1,790,no warning,truncated,1A,26,11.417
s41011,1,790,no warning,control,1A,27,17.56
s41011,1,790,no warning,truncated,1A,28,16.354
s41011,1,790,no warning,control,1A,29,16.161
s41011,1,790,no warning,truncated,1A,30,15.277
s41011,1,790,no warning,control,1A,31,24.075
s41011,1,790,no warning,truncated,1A,32,11.869
s41011,1,790,no warning,control,1A,33,10.271
s41011,1,790,no warning,truncated,1A,34,11.949
s41011,1,790,no warning,control,1A,35,9.901
s41011,1,790,no warning,truncated,1A,36,12.413
s41011,1,790,no warning,control,1A,37,13.022
s41011,1,790,no warning,truncated,1A,38,19.029
s41011,1,790,no warning,control,1A,39,9.987
s41011,1,790,no warning,truncated,1A,40,13.607
s41011,2,805,no warning,truncated,2B,1,20.812
s41011,2,805,no warning,control,2B,2,16.035
s41011,2,805,no warning,truncated,2B,3,13.031
s41011,2,805,no warning,control,2B,4,10.607
s41011,2,805,no warning,truncated,2B,5,14.151
s41011,2,805,no warning,control,2B,6,15.334
s41011,2,805,no warning,truncated,2B,7,12.663
s41011,2,805,no warning,control,2B,8,17.61
s41011,2,805,no warning,truncated,2B,9,18.306
s41011,2,805,no warning,control,2B,10,10.184
s41011,2,805,no warning,truncated,2B,11,15.864
s41011,2,805,no warning,control,2B,12,13.176
s41011,2,805,no warning,truncated,2B,13,14.51
s41011,2,805,no warning,control,2B,14,13.199
s41011,2,805,no warning,truncated,2B,15,9.678
s41011,2,805,no warning,control,2B,16,12.107
s41011,2,805,no warning,truncated,2B,17,11.775
s41011,2,805,no warning,control,2B,18,18.03
s41011,2,805,no warning,truncated,2B,19,14.851
s41011,2,805,no warning,control,2B,20,14.877
s41011,2,805,no warning,truncated,2B,21,10.373
s41011,2,805,no warning,control,2B,22,15.441
s41011,2,805,no warning,truncated,2B,23,13.861
s41011,2,805,no warning,control,2B,24,12.04
s41011,2,805,no warning,truncated,2B,25,15.377
s41011,2,805,no warning,control,2B,26,13.433
s41011,2,805,no warning,truncated,2B,27,16.52
s41011,2,805,no warning,control,2B,28,11.691
s41011,2,805,no warning,truncated,2B,29,15.887
s41011,2,805,no warning,control,2B,30,14.515
s41011,2,805,no warning,truncated,2B,31,16.242
s41011,2,805,no warning,control,2B,32,8.419
s41011,2,805,no warning,truncated,2B,33,13.967
s41011,2,805,no warning,control,2B,34,10.053
s41011,2,805,no warning,truncated,2B,35,13.993
s41011,2,805,no warning,control,2B,36,13.609
s41011,2,805,no warning,truncated,2B,37,14.813
s41011,2,805,no warning,control,2B,38,14.182
s41011,2,805,no warning,truncated,2B,39,18.948
s41011,2,805,no warning,control,2B,40,16.538
s41012,1,590,warning,control,2A,1,9.085
s41012,1,590,warning,truncated,2A,2,10.932
s41012,1,590,warning,control,2A,3,7.547
s41012,1,590,warning,truncated,2A,4,11.834
s41012,1,590,warning,control,2A,5,8.84
s41012,1,590,warning,truncated,2A,6,9.122
s41012,1,590,warning,control,2A,7,10.782
s41012,1,590,warning,truncated,2A,8,13.35
s41012,1,590,warning,control,2A,9,15.544
s41012,1,590,warning,truncated,2A,10,11.493
s41012,1,590,warning,control,2A,11,9.487
s41012,1,590,warning,truncated,2A,12,5.895
s41012,1,590,warning,control,2A,13,24.367
s41012,1,590,warning,truncated,2A,14,16.216
s41012,1,590,warning,control,2A,15,10.385
s41012,1,590,warning,truncated,2A,16,8.029
s41012,1,590,warning,control,2A,17,6.716
s41012,1,590,warning,truncated,2A,18,15.883
s41012,1,590,warning,control,2A,19,9.483
s41012,1,590,warning,truncated,2A,20,9.963
s41012,1,590,warning,control,2A,21,9.461
s41012,1,590,warning,truncated,2A,22,11.307
s41012,1,590,warning,control,2A,23,17.908
s41012,1,590,warning,truncated,2A,24,6.831
s41012,1,590,warning,control,2A,25,7.887
s41012,1,590,warning,truncated,2A,26,16.887
s41012,1,590,warning,control,2A,27,6.052
s41012,1,590,warning,truncated,2A,28,11.081
s41012,1,590,warning,control,2A,29,9.974
s41012,1,590,warning,truncated,2A,30,12.311
s41012,1,590,warning,control,2A,31,9.211
s41012,1,590,warning,truncated,2A,32,6.979
s41012,1,590,warning,control,2A,33,10.574
s41012,1,590,warning,truncated,2A,34,9.106
s41012,1,590,warning,control,2A,35,14.514
s41012,1,590,warning,truncated,2A,36,10.664
s41012,1,590,warning,control,2A,37,10.181
s41012,1,590,warning,truncated,2A,38,6.964
s41012,1,590,warning,control,2A,39,8.125
s41012,1,590,warning,truncated,2A,40,8.296
s41012,2,472,warning,control,1A,1,7.778
s41012,2,472,warning,truncated,1A,2,8.561
s41012,2,472,warning,control,1A,3,7.399
s41012,2,472,warning,truncated,1A,4,11.873
s41012,2,472,warning,control,1A,5,8.623
s41012,2,472,warning,truncated,1A,6,6.965
s41012,2,472,warning,control,1A,7,7.538
s41012,2,472,warning,truncated,1A,8,8.695
s41012,2,472,warning,control,1A,9,26.09
s41012,2,472,warning,truncated,1A,10,7.427
s41012,2,472,warning,control,1A,11,5.323
s41012,2,472,warning,truncated,1A,12,9.728
s41012,2,472,warning,control,1A,13,9.675
s41012,2,472,warning,truncated,1A,14,13.627
s41012,2,472,warning,control,1A,15,10.002
s41012,2,472,warning,truncated,1A,16,6.513
s41012,2,472,warning,control,1A,17,7.902
s41012,2,472,warning,truncated,1A,18,8.164
s41012,2,472,warning,control,1A,19,8.064
s41012,2,472,warning,truncated,1A,20,9.184
s41012,2,472,warning,control,1A,21,10.033
s41012,2,472,warning,truncated,1A,22,6.84
s41012,2,472,warning,control,1A,23,7.98
s41012,2,472,warning,truncated,1A,24,7.23
s41012,2,472,warning,control,1A,25,17.762
s41012,2,472,warning,truncated,1A,26,7.337
s41012,2,472,warning,control,1A,27,6.854
s41012,2,472,warning,truncated,1A,28,11.004
s41012,2,472,warning,control,1A,29,8.97
s41012,2,472,warning,truncated,1A,30,5.842
s41012,2,472,warning,control,1A,31,8.369
s41012,2,472,warning,truncated,1A,32,7.001
s41012,2,472,warning,control,1A,33,7.805
s41012,2,472,warning,truncated,1A,34,7.95
s41012,2,472,warning,control,1A,35,7.871
s41012,2,472,warning,truncated,1A,36,9.625
s41012,2,472,warning,control,1A,37,7.404
s41012,2,472,warning,truncated,1A,38,8.282
s41012,2,472,warning,control,1A,39,5.677
s41012,2,472,warning,truncated,1A,40,6.742
s41013,1,842,no warning,control,1A,1,26.022
s41013,1,842,no warning,truncated,1A,2,11.215
s41013,1,842,no warning,control,1A,3,5.455
s41013,1,842,no warning,truncated,1A,4,18.231
s41013,1,842,no warning,control,1A,5,30.43
s41013,1,842,no warning,truncated,1A,6,11.401
s41013,1,842,no warning,control,1A,7,16.198
s41013,1,842,no warning,truncated,1A,8,6.846
s41013,1,842,no warning,control,1A,9,7.363
s41013,1,842,no warning,truncated,1A,10,16.176
s41013,1,842,no warning,control,1A,11,20.645
s41013,1,842,no warning,truncated,1A,12,81.113
s41013,1,842,no warning,control,1A,13,8.637
s41013,1,842,no warning,truncated,1A,14,11.997
s41013,1,842,no warning,control,1A,15,9.257
s41013,1,842,no warning,truncated,1A,16,7.181
s41013,1,842,no warning,control,1A,17,20.016
s41013,1,842,no warning,truncated,1A,18,13.207
s41013,1,842,no warning,control,1A,19,10.383
s41013,1,842,no warning,truncated,1A,20,39.791
s41013,1,842,no warning,control,1A,21,15.337
s41013,1,842,no warning,truncated,1A,22,8.531
s41013,1,842,no warning,control,1A,23,7.518
s41013,1,842,no warning,truncated,1A,24,15.975
s41013,1,842,no warning,control,1A,25,92.7
s41013,1,842,no warning,truncated,1A,26,10.734
s41013,1,842,no warning,control,1A,27,11.232
s41013,1,842,no warning,truncated,1A,28,10.664
s41013,1,842,no warning,control,1A,29,11.703
s41013,1,842,no warning,truncated,1A,30,11.119
s41013,1,842,no warning,control,1A,31,6.848
s41013,1,842,no warning,truncated,1A,32,6.932
s41013,1,842,no warning,control,1A,33,7.67
s41013,1,842,no warning,truncated,1A,34,15.56
s41013,1,842,no warning,control,1A,35,13.713
s41013,1,842,no warning,truncated,1A,36,13.808
s41013,1,842,no warning,control,1A,37,12.319
s41013,1,842,no warning,truncated,1A,38,9.435
s41013,1,842,no warning,control,1A,39,8.607
s41013,1,842,no warning,truncated,1A,40,11.404
s41013,2,844,no warning,truncated,2B,1,10.564
s41013,2,844,no warning,control,2B,2,9.831
s41013,2,844,no warning,truncated,2B,3,9.315
s41013,2,844,no warning,control,2B,4,6.839
s41013,2,844,no warning,truncated,2B,5,10.62
s41013,2,844,no warning,control,2B,6,13.107
s41013,2,844,no warning,truncated,2B,7,11.576
s41013,2,844,no warning,control,2B,8,6.654
s41013,2,844,no warning,truncated,2B,9,8.183
s41013,2,844,no warning,control,2B,10,8.011
s41013,2,844,no warning,truncated,2B,11,8.817
s41013,2,844,no warning,control,2B,12,5.253
s41013,2,844,no warning,truncated,2B,13,5.654
s41013,2,844,no warning,control,2B,14,7.881
s41013,2,844,no warning,truncated,2B,15,9.495
s41013,2,844,no warning,control,2B,16,7.729
s41013,2,844,no warning,truncated,2B,17,5.209
s41013,2,844,no warning,control,2B,18,14.257
s41013,2,844,no warning,truncated,2B,19,9.985
s41013,2,844,no warning,control,2B,20,8.074
