participantid,subject_condition,graph_condition,group,session,question,rating,check,order
s41043,no warning,control,2B,2,32,6,NA,11
s41043,no warning,truncated,2B,2,33,5,NA,3
s41043,no warning,control,2B,2,34,6,NA,23
s41043,no warning,truncated,2B,2,35,5,NA,20
s41043,no warning,control,2B,2,36,6,NA,14
s41043,no warning,truncated,2B,2,37,6,NA,18
s41043,no warning,control,2B,2,38,6,NA,27
s41043,no warning,truncated,2B,2,39,5,NA,31
s41043,no warning,control,2B,2,40,6,NA,1
s41044,no warning,control,1A,1,1,3,NA,28
s41044,no warning,truncated,1A,1,2,5,NA,19
s41044,no warning,control,1A,1,3,2,NA,9
s41044,no warning,truncated,1A,1,4,6,NA,11
s41044,no warning,control,1A,1,5,5,NA,38
s41044,no warning,truncated,1A,1,6,4,NA,20
s41044,no warning,control,1A,1,7,5,NA,8
s41044,no warning,truncated,1A,1,8,3,NA,40
s41044,no warning,control,1A,1,9,4,NA,16
s41044,no warning,truncated,1A,1,10,2,NA,27
s41044,no warning,control,1A,1,11,3,NA,32
s41044,no warning,truncated,1A,1,12,6,NA,15
s41044,no warning,control,1A,1,13,6,NA,37
s41044,no warning,truncated,1A,1,14,5,NA,26
s41044,no warning,control,1A,1,15,6,NA,13
s41044,no warning,truncated,1A,1,16,5,NA,22
s41044,no warning,control,1A,1,17,2,NA,12
s41044,no warning,truncated,1A,1,18,2,NA,36
s41044,no warning,control,1A,1,19,5,NA,39
s41044,no warning,truncated,1A,1,20,5,NA,3
s41044,no warning,control,1A,1,21,3,NA,29
s41044,no warning,truncated,1A,1,22,4,NA,1
s41044,no warning,control,1A,1,23,6,NA,18
s41044,no warning,truncated,1A,1,24,2,NA,21
s41044,no warning,control,1A,1,25,5,NA,4
s41044,no warning,truncated,1A,1,26,5,NA,30
s41044,no warning,control,1A,1,27,2,NA,14
s41044,no warning,truncated,1A,1,28,5,NA,24
s41044,no warning,control,1A,1,29,6,NA,23
s41044,no warning,truncated,1A,1,30,3,NA,33
s41044,no warning,control,1A,1,31,5,NA,7
s41044,no warning,truncated,1A,1,32,6,NA,25
s41044,no warning,control,1A,1,33,3,NA,17
s41044,no warning,truncated,1A,1,34,6,NA,2
s41044,no warning,control,1A,1,35,3,NA,6
s41044,no warning,truncated,1A,1,36,2,NA,35
s41044,no warning,control,1A,1,37,2,NA,34
s41044,no warning,truncated,1A,1,38,6,NA,31
s41044,no warning,control,1A,1,39,1,NA,5
s41044,no warning,truncated,1A,1,40,5,NA,10
s41044,no warning,control,2A,2,1,6,NA,39
s41044,no warning,truncated,2A,2,2,7,NA,26
s41044,no warning,control,2A,2,3,3,NA,19
s41044,no warning,truncated,2A,2,4,7,NA,14
s41044,no warning,control,2A,2,5,5,NA,31
s41044,no warning,truncated,2A,2,6,5,NA,35
s41044,no warning,control,2A,2,7,6,NA,29
s41044,no warning,truncated,2A,2,8,5,NA,10
s41044,no warning,control,2A,2,9,3,NA,38
s41044,no warning,truncated,2A,2,10,5,NA,16
s41044,no warning,control,2A,2,11,5,NA,7
s41044,no warning,truncated,2A,2,12,2,NA,24
s41044,no warning,control,2A,2,13,5,NA,6
s41044,no warning,truncated,2A,2,14,6,NA,2
s41044,no warning,control,2A,2,15,2,NA,9
s41044,no warning,truncated,2A,2,16,2,NA,36
s41044,no warning,control,2A,2,17,2,NA,17
s41044,no warning,truncated,2A,2,18,5,NA,25
s41044,no warning,control,2A,2,19,4,NA,4
s41044,no warning,truncated,2A,2,20,5,NA,40
s41044,no warning,control,2A,2,21,2,NA,12
s41044,no warning,truncated,2A,2,22,6,NA,18
s41044,no warning,control,2A,2,23,2,NA,5
s41044,no warning,truncated,2A,2,24,2,NA,3
s41044,no warning,control,2A,2,25,5,NA,23
s41044,no warning,truncated,2A,2,26,6,NA,21
s41044,no warning,control,2A,2,27,2,NA,13
s41044,no warning,truncated,2A,2,28,2,NA,1
s41044,no warning,control,2A,2,29,6,NA,22
s41044,no warning,truncated,2A,2,30,5,NA,32
s41044,no warning,control,2A,2,31,4,NA,34
s41044,no warning,truncated,2A,2,32,2,NA,30
s41044,no warning,control,2A,2,33,6,NA,15
s41044,no warning,truncated,2A,2,34,5,NA,11
s41044,no warning,control,2A,2,35,6,NA,28
s41044,no warning,truncated,2A,2,36,3,NA,20
s41044,no warning,control,2A,2,37,3,NA,37
s41044,no warning,truncated,2A,2,38,2,NA,33
s41044,no warning,control,2A,2,39,2,NA,27
s41044,no warning,truncated,2A,2,40,5,NA,8
s41045,warning,truncated,2B,1,1,6,wrong,2
s41045,warning,control,2B,1,2,6,wrong,10
s41045,warning,truncated,2B,1,3,6,wrong,11
s41045,warning,control,2B,1,4,5,wrong,9
s41045,warning,truncated,2B,1,5,5,wrong,18
s41045,warning,control,2B,1,6,5,wrong,7
s41045,warning,truncated,2B,1,7,5,wrong,22
s41045,warning,control,2B,1,8,6,wrong,8
s41045,warning,truncated,2B,1,9,6,wrong,40
s41045,warning,control,2B,1,10,7,wrong,35
s41045,warning,truncated,2B,1,11,6,wrong,23
s41045,warning,control,2B,1,12,6,wrong,13
s41045,warning,truncated,2B,1,13,6,wrong,27
s41045,warning,control,2B,1,14,6,wrong,1
s41045,warning,truncated,2B,1,15,6,wrong,34
s41045,warning,control,2B,1,16,6,wrong,19
s41045,warning,truncated,2B,1,17,5,wrong,3
s41045,warning,control,2B,1,18,5,wrong,6
s41045,warning,truncated,2B,1,19,5,wrong,31
s41045,warning,control,2B,1,20,5,wrong,26
s41045,warning,truncated,2B,1,21,5,wrong,12
s41045,warning,control,2B,1,22,6,wrong,4
s41045,warning,truncated,2B,1,23,5,wrong,38
s41045,warning,control,2B,1,24,5,wrong,17
s41045,warning,truncated,2B,1,25,5,wrong,36
s41045,warning,control,2B,1,26,6,wrong,21
s41045,warning,truncated,2B,1,27,5,wrong,24
s41045,warning,control,2B,1,28,6,wrong,39
s41045,warning,truncated,2B,1,29,6,wrong,5
s41045,warning,control,2B,1,30,5,wrong,15
s41045,warning,truncated,2B,1,31,5,wrong,29
s41045,warning,control,2B,1,32,5,wrong,25
s41045,warning,truncated,2B,1,33,6,wrong,32
s41045,warning,control,2B,1,34,5,wrong,14
s41045,warning,truncated,2B,1,35,6,wrong,16
s41045,warning,control,2B,1,36,6,wrong,30
s41045,warning,truncated,2B,1,37,5,wrong,28
s41045,warning,control,2B,1,38,6,wrong,33
s41045,warning,truncated,2B,1,39,6,wrong,37
s41045,warning,control,2B,1,40,5,wrong,20
s41045,warning,control,1A,2,1,5,wrong,35
s41045,warning,truncated,1A,2,2,6,wrong,27
s41045,warning,control,1A,2,3,5,wrong,32
s41045,warning,truncated,1A,2,4,6,wrong,13
s41045,warning,control,1A,2,5,5,wrong,19
s41045,warning,truncated,1A,2,6,6,wrong,39
s41045,warning,control,1A,2,7,6,wrong,26
s41045,warning,truncated,1A,2,8,6,wrong,31
s41045,warning,control,1A,2,9,6,wrong,2
s41045,warning,truncated,1A,2,10,7,wrong,16
s41045,warning,control,1A,2,11,6,wrong,37
s41045,warning,truncated,1A,2,12,6,wrong,30
s41045,warning,control,1A,2,13,5,wrong,7
s41045,warning,truncated,1A,2,14,6,wrong,5
s41045,warning,control,1A,2,15,6,wrong,28
s41045,warning,truncated,1A,2,16,6,wrong,4
s41045,warning,control,1A,2,17,5,wrong,14
s41045,warning,truncated,1A,2,18,6,wrong,21
s41045,warning,control,1A,2,19,5,wrong,3
s41045,warning,truncated,1A,2,20,6,wrong,8
s41045,warning,control,1A,2,21,6,wrong,12
s41045,warning,truncated,1A,2,22,6,wrong,1
s41045,warning,control,1A,2,23,6,wrong,11
s41045,warning,truncated,1A,2,24,6,wrong,23
s41045,warning,control,1A,2,25,6,wrong,18
s41045,warning,truncated,1A,2,26,6,wrong,9
s41045,warning,control,1A,2,27,6,wrong,17
s41045,warning,truncated,1A,2,28,6,wrong,33
s41045,warning,control,1A,2,29,6,wrong,22
s41045,warning,truncated,1A,2,30,6,wrong,20
s41045,warning,control,1A,2,31,6,wrong,34
s41045,warning,truncated,1A,2,32,5,wrong,10
s41045,warning,control,1A,2,33,6,wrong,40
s41045,warning,truncated,1A,2,34,6,wrong,38
s41045,warning,control,1A,2,35,6,wrong,36
s41045,warning,truncated,1A,2,36,5,wrong,29
s41045,warning,control,1A,2,37,5,wrong,24
s41045,warning,truncated,1A,2,38,6,wrong,25
s41045,warning,control,1A,2,39,5,wrong,6
s41045,warning,truncated,1A,2,40,6,wrong,15
s41046,warning,control,2A,1,1,7,right,24
s41046,warning,truncated,2A,1,2,7,right,12
s41046,warning,control,2A,1,3,4,right,9
s41046,warning,truncated,2A,1,4,7,right,38
s41046,warning,control,2A,1,5,4,right,37
s41046,warning,truncated,2A,1,6,6,right,31
s41046,warning,control,2A,1,7,4,right,5
s41046,warning,truncated,2A,1,8,7,right,32
s41046,warning,control,2A,1,9,2,right,15
s41046,warning,truncated,2A,1,10,4,right,14
s41046,warning,control,2A,1,11,5,right,39
s41046,warning,truncated,2A,1,12,3,right,29
s41046,warning,control,2A,1,13,4,right,40
s41046,warning,truncated,2A,1,14,7,right,11
s41046,warning,control,2A,1,15,1,right,30
s41046,warning,truncated,2A,1,16,3,right,20
s41046,warning,control,2A,1,17,1,right,34
s41046,warning,truncated,2A,1,18,6,right,35
s41046,warning,control,2A,1,19,3,right,22
s41046,warning,truncated,2A,1,20,7,right,18
s41046,warning,control,2A,1,21,3,right,28
s41046,warning,truncated,2A,1,22,7,right,3
s41046,warning,control,2A,1,23,2,right,7
s41046,warning,truncated,2A,1,24,4,right,21
s41046,warning,control,2A,1,25,4,right,19
s41046,warning,truncated,2A,1,26,7,right,1
s41046,warning,control,2A,1,27,1,right,6
s41046,warning,truncated,2A,1,28,4,right,27
s41046,warning,control,2A,1,29,5,right,26
s41046,warning,truncated,2A,1,30,7,right,10
s41046,warning,control,2A,1,31,4,right,23
s41046,warning,truncated,2A,1,32,3,right,8
s41046,warning,control,2A,1,33,7,right,36
s41046,warning,truncated,2A,1,34,7,right,17
s41046,warning,control,2A,1,35,4,right,33
s41046,warning,truncated,2A,1,36,4,right,13
s41046,warning,control,2A,1,37,3,right,16
s41046,warning,truncated,2A,1,38,4,right,25
s41046,warning,control,2A,1,39,1,right,2
s41046,warning,truncated,2A,1,40,7,right,4
s41046,warning,control,1A,2,1,2,right,12
s41046,warning,truncated,1A,2,2,7,right,33
s41046,warning,control,1A,2,3,1,right,24
s41046,warning,truncated,1A,2,4,7,right,3
s41046,warning,control,1A,2,5,4,right,5
s41046,warning,truncated,1A,2,6,4,right,18
s41046,warning,control,1A,2,7,4,right,7
s41046,warning,truncated,1A,2,8,4,right,16
s41046,warning,control,1A,2,9,3,right,4
s41046,warning,truncated,1A,2,10,3,right,28
s41046,warning,control,1A,2,11,1,right,39
s41046,warning,truncated,1A,2,12,7,right,6
s41046,warning,control,1A,2,13,7,right,34
s41046,warning,truncated,1A,2,14,7,right,27
s41046,warning,control,1A,2,15,7,right,21
s41046,warning,truncated,1A,2,16,7,right,14
s41046,warning,control,1A,2,17,1,right,26
s41046,warning,truncated,1A,2,18,2,right,23
s41046,warning,control,1A,2,19,5,right,19
s41046,warning,truncated,1A,2,20,7,right,36
s41046,warning,control,1A,2,21,2,right,1
s41046,warning,truncated,1A,2,22,2,right,31
s41046,warning,control,1A,2,23,7,right,10
s41046,warning,truncated,1A,2,24,2,right,15
s41046,warning,control,1A,2,25,7,right,32
s41046,warning,truncated,1A,2,26,7,right,40
s41046,warning,control,1A,2,27,1,right,8
s41046,warning,truncated,1A,2,28,5,right,11
s41046,warning,control,1A,2,29,6,right,20
s41046,warning,truncated,1A,2,30,4,right,9
s41046,warning,control,1A,2,31,3,right,13
s41046,warning,truncated,1A,2,32,7,right,25
s41046,warning,control,1A,2,33,2,right,38
s41046,warning,truncated,1A,2,34,6,right,37
s41046,warning,control,1A,2,35,3,right,17
s41046,warning,truncated,1A,2,36,6,right,2
s41046,warning,control,1A,2,37,2,right,29
s41046,warning,truncated,1A,2,38,7,right,35
s41046,warning,control,1A,2,39,1,right,22
s41046,warning,truncated,1A,2,40,5,right,30
s41047,warning,truncated,2B,1,1,6,right,23
s41047,warning,control,2B,1,2,7,right,39
s41047,warning,truncated,2B,1,3,3,right,3
s41047,warning,control,2B,1,4,7,right,16
s41047,warning,truncated,2B,1,5,6,right,18
s41047,warning,control,2B,1,6,4,right,31
s41047,warning,truncated,2B,1,7,5,right,1
s41047,warning,control,2B,1,8,4,right,7
s41047,warning,truncated,2B,1,9,4,right,22
s41047,warning,control,2B,1,10,2,right,14
s41047,warning,truncated,2B,1,11,6,right,32
s41047,warning,control,2B,1,12,1,right,40
s41047,warning,truncated,2B,1,13,7,right,37
s41047,warning,control,2B,1,14,5,right,36
s41047,warning,truncated,2B,1,15,3,right,35
s41047,warning,control,2B,1,16,2,right,34
s41047,warning,truncated,2B,1,17,5,right,4
s41047,warning,control,2B,1,18,4,right,12
s41047,warning,truncated,2B,1,19,5,right,8
s41047,warning,control,2B,1,20,5,right,6
s41047,warning,truncated,2B,1,21,3,right,11
s41047,warning,control,2B,1,22,5,right,17
s41047,warning,truncated,2B,1,23,3,right,21
s41047,warning,control,2B,1,24,2,right,19
s41047,warning,truncated,2B,1,25,7,right,26
s41047,warning,control,2B,1,26,6,right,15
s41047,warning,truncated,2B,1,27,2,right,29
s41047,warning,control,2B,1,28,2,right,10
s41047,warning,truncated,2B,1,29,7,right,20
s41047,warning,control,2B,1,30,3,right,24
s41047,warning,truncated,2B,1,31,4,right,38
s41047,warning,control,2B,1,32,2,right,33
s41047,warning,truncated,2B,1,33,7,right,30
s41047,warning,control,2B,1,34,3,right,25
s41047,warning,truncated,2B,1,35,6,right,9
s41047,warning,control,2B,1,36,4,right,5
s41047,warning,truncated,2B,1,37,3,right,28
s41047,warning,control,2B,1,38,2,right,27
s41047,warning,truncated,2B,1,39,2,right,2
s41047,warning,control,2B,1,40,5,right,13
s41047,warning,truncated,1B,2,1,5,right,23
s41047,warning,control,1B,2,2,5,right,29
s41047,warning,truncated,1B,2,3,2,right,36
s41047,warning,control,1B,2,4,5,right,2
s41047,warning,truncated,1B,2,5,5,right,3
s41047,warning,control,1B,2,6,5,right,8
s41047,warning,truncated,1B,2,7,7,right,27
s41047,warning,control,1B,2,8,3,right,6
s41047,warning,truncated,1B,2,9,6,right,33
s41047,warning,control,1B,2,10,1,right,11
s41047,warning,truncated,1B,2,11,5,right,35
s41047,warning,control,1B,2,12,5,right,22
s41047,warning,truncated,1B,2,13,7,right,19
s41047,warning,control,1B,2,14,7,right,21
s41047,warning,truncated,1B,2,15,7,right,7
s41047,warning,control,1B,2,16,4,right,34
s41047,warning,truncated,1B,2,17,2,right,25
s41047,warning,control,1B,2,18,1,right,28
s41047,warning,truncated,1B,2,19,6,right,5
s41047,warning,control,1B,2,20,4,right,9
s41047,warning,truncated,1B,2,21,2,right,20
s41047,warning,control,1B,2,22,2,right,37
s41047,warning,truncated,1B,2,23,7,right,14
s41047,warning,control,1B,2,24,2,right,13
s41047,warning,truncated,1B,2,25,6,right,10
s41047,warning,control,1B,2,26,5,right,38
s41047,warning,truncated,1B,2,27,2,right,31
s41047,warning,control,1B,2,28,4,right,39
s41047,warning,truncated,1B,2,29,7,right,16
s41047,warning,control,1B,2,30,2,right,30
s41047,warning,truncated,1B,2,31,7,right,24
s41047,warning,control,1B,2,32,7,right,15
s41047,warning,truncated,1B,2,33,4,right,18
s41047,warning,control,1B,2,34,2,right,12
s41047,warning,truncated,1B,2,35,6,right,32
s41047,warning,control,1B,2,36,2,right,26
s41047,warning,truncated,1B,2,37,3,right,40
s41047,warning,control,1B,2,38,6,right,4
s41047,warning,truncated,1B,2,39,1,right,17
s41047,warning,control,1B,2,40,3,right,1
s41048,warning,control,2A,1,1,5,right,3
s41048,warning,truncated,2A,1,2,5,right,20
s41048,warning,control,2A,1,3,3,right,15
s41048,warning,truncated,2A,1,4,6,right,17
s41048,warning,control,2A,1,5,3,right,32
s41048,warning,truncated,2A,1,6,5,right,28
s41048,warning,control,2A,1,7,4,right,19
s41048,warning,truncated,2A,1,8,5,right,34
s41048,warning,control,2A,1,9,1,right,13
s41048,warning,truncated,2A,1,10,2,right,16
s41048,warning,control,2A,1,11,4,right,2
s41048,warning,truncated,2A,1,12,5,right,39
s41048,warning,control,2A,1,13,6,right,21
s41048,warning,truncated,2A,1,14,4,right,12
s41048,warning,control,2A,1,15,2,right,18
s41048,warning,truncated,2A,1,16,4,right,35
s41048,warning,control,2A,1,17,3,right,36
s41048,warning,truncated,2A,1,18,6,right,1
s41048,warning,control,2A,1,19,3,right,33
s41048,warning,truncated,2A,1,20,6,right,29
s41048,warning,control,2A,1,21,2,right,6
s41048,warning,truncated,2A,1,22,5,right,23
s41048,warning,control,2A,1,23,3,right,30
s41048,warning,truncated,2A,1,24,2,right,37
s41048,warning,control,2A,1,25,6,right,27
s41048,warning,truncated,2A,1,26,7,right,5
s41048,warning,control,2A,1,27,2,right,22
s41048,warning,truncated,2A,1,28,3,right,4
s41048,warning,control,2A,1,29,6,right,31
s41048,warning,truncated,2A,1,30,5,right,7
s41048,warning,control,2A,1,31,3,right,38
s41048,warning,truncated,2A,1,32,2,right,8
s41048,warning,control,2A,1,33,6,right,24
s41048,warning,truncated,2A,1,34,6,right,10
s41048,warning,control,2A,1,35,4,right,9
s41048,warning,truncated,2A,1,36,4,right,14
s41048,warning,control,2A,1,37,6,right,25
s41048,warning,truncated,2A,1,38,3,right,40
s41048,warning,control,2A,1,39,4,right,26
s41048,warning,truncated,2A,1,40,7,right,11
s41048,warning,truncated,1B,2,1,4,right,2
s41048,warning,control,1B,2,2,5,right,17
s41048,warning,truncated,1B,2,3,4,right,7
s41048,warning,control,1B,2,4,4,right,27
s41048,warning,truncated,1B,2,5,2,right,33
s41048,warning,control,1B,2,6,3,right,35
s41048,warning,truncated,1B,2,7,6,right,38
s41048,warning,control,1B,2,8,3,right,3
s41048,warning,truncated,1B,2,9,5,right,12
s41048,warning,control,1B,2,10,3,right,36
s41048,warning,truncated,1B,2,11,3,right,34
s41048,warning,control,1B,2,12,4,right,29
s41048,warning,truncated,1B,2,13,6,right,15
s41048,warning,control,1B,2,14,4,right,40
s41048,warning,truncated,1B,2,15,5,right,28
s41048,warning,control,1B,2,16,2,right,24
s41048,warning,truncated,1B,2,17,4,right,13
s41048,warning,control,1B,2,18,1,right,32
s41048,warning,truncated,1B,2,19,5,right,9
s41048,warning,control,1B,2,20,3,right,31
s41048,warning,truncated,1B,2,21,4,right,19
s41048,warning,control,1B,2,22,3,right,30
s41048,warning,truncated,1B,2,23,7,right,14
s41048,warning,control,1B,2,24,3,right,8
s41048,warning,truncated,1B,2,25,4,right,39
s41048,warning,control,1B,2,26,4,right,25
s41048,warning,truncated,1B,2,27,3,right,6
s41048,warning,control,1B,2,28,4,right,11
s41048,warning,truncated,1B,2,29,7,right,5
s41048,warning,control,1B,2,30,4,right,23
s41048,warning,truncated,1B,2,31,5,right,16
s41048,warning,control,1B,2,32,6,right,21
s41048,warning,truncated,1B,2,33,5,right,22
s41048,warning,control,1B,2,34,3,right,10
s41048,warning,truncated,1B,2,35,6,right,18
s41048,warning,control,1B,2,36,2,right,26
s41048,warning,truncated,1B,2,37,5,right,20
s41048,warning,control,1B,2,38,3,right,37
s41048,warning,truncated,1B,2,39,2,right,1
s41048,warning,control,1B,2,40,4,right,4
s41049,no warning,control,1A,1,1,3,NA,12
s41049,no warning,truncated,1A,1,2,4,NA,30
s41049,no warning,control,1A,1,3,2,NA,39
s41049,no warning,truncated,1A,1,4,6,NA,28
s41049,no warning,control,1A,1,5,4,NA,6
s41049,no warning,truncated,1A,1,6,4,NA,27
s41049,no warning,control,1A,1,7,5,NA,13
s41049,no warning,truncated,1A,1,8,5,NA,38
s41049,no warning,control,1A,1,9,3,NA,32
s41049,no warning,truncated,1A,1,10,3,NA,7
s41049,no warning,control,1A,1,11,3,NA,3
s41049,no warning,truncated,1A,1,12,7,NA,4
s41049,no warning,control,1A,1,13,5,NA,37
s41049,no warning,truncated,1A,1,14,7,NA,10
s41049,no warning,control,1A,1,15,4,NA,36
s41049,no warning,truncated,1A,1,16,7,NA,25
s41049,no warning,control,1A,1,17,2,NA,18
s41049,no warning,truncated,1A,1,18,4,NA,5
s41049,no warning,control,1A,1,19,4,NA,22
s41049,no warning,truncated,1A,1,20,5,NA,33
s41049,no warning,control,1A,1,21,2,NA,2
s41049,no warning,truncated,1A,1,22,2,NA,17
s41049,no warning,control,1A,1,23,6,NA,34
s41049,no warning,truncated,1A,1,24,2,NA,8
s41049,no warning,control,1A,1,25,6,NA,23
s41049,no warning,truncated,1A,1,26,6,NA,19
s41049,no warning,control,1A,1,27,2,NA,20
s41049,no warning,truncated,1A,1,28,6,NA,24
s41049,no warning,control,1A,1,29,6,NA,1
s41049,no warning,truncated,1A,1,30,3,NA,29
s41049,no warning,control,1A,1,31,4,NA,9
s41049,no warning,truncated,1A,1,32,7,NA,35
s41049,no warning,control,1A,1,33,3,NA,31
s41049,no warning,truncated,1A,1,34,6,NA,14
s41049,no warning,control,1A,1,35,5,NA,11
s41049,no warning,truncated,1A,1,36,4,NA,16
s41049,no warning,control,1A,1,37,4,NA,26
s41049,no warning,truncated,1A,1,38,7,NA,21
s41049,no warning,control,1A,1,39,1,NA,40
s41049,no warning,truncated,1A,1,40,5,NA,15
s41049,no warning,control,2A,2,1,5,NA,3
s41049,no warning,truncated,2A,2,2,7,NA,23
s41049,no warning,control,2A,2,3,3,NA,18
s41049,no warning,truncated,2A,2,4,7,NA,19
s41049,no warning,control,2A,2,5,4,NA,24
s41049,no warning,truncated,2A,2,6,4,NA,5
s41049,no warning,control,2A,2,7,6,NA,17
s41049,no warning,truncated,2A,2,8,4,NA,26
s41049,no warning,control,2A,2,9,2,NA,28
s41049,no warning,truncated,2A,2,10,2,NA,29
s41049,no warning,control,2A,2,11,5,NA,27
s41049,no warning,truncated,2A,2,12,2,NA,10
s41049,no warning,control,2A,2,13,4,NA,4
s41049,no warning,truncated,2A,2,14,7,NA,33
s41049,no warning,control,2A,2,15,2,NA,12
s41049,no warning,truncated,2A,2,16,3,NA,34
s41049,no warning,control,2A,2,17,2,NA,31
s41049,no warning,truncated,2A,2,18,5,NA,22
s41049,no warning,control,2A,2,19,4,NA,20
s41049,no warning,truncated,2A,2,20,7,NA,21
s41049,no warning,control,2A,2,21,2,NA,14
s41049,no warning,truncated,2A,2,22,7,NA,39
s41049,no warning,control,2A,2,23,2,NA,32
s41049,no warning,truncated,2A,2,24,2,NA,2
s41049,no warning,control,2A,2,25,4,NA,15
s41049,no warning,truncated,2A,2,26,6,NA,7
s41049,no warning,control,2A,2,27,1,NA,36
s41049,no warning,truncated,2A,2,28,3,NA,16
s41049,no warning,control,2A,2,29,4,NA,1
s41049,no warning,truncated,2A,2,30,6,NA,37
s41049,no warning,control,2A,2,31,2,NA,9
s41049,no warning,truncated,2A,2,32,2,NA,11
s41049,no warning,control,2A,2,33,4,NA,35
s41049,no warning,truncated,2A,2,34,4,NA,8
s41049,no warning,control,2A,2,35,3,NA,40
s41049,no warning,truncated,2A,2,36,3,NA,25
s41049,no warning,control,2A,2,37,3,NA,30
s41049,no warning,truncated,2A,2,38,4,NA,6
s41049,no warning,control,2A,2,39,1,NA,13
s41049,no warning,truncated,2A,2,40,6,NA,38
s41050,no warning,truncated,1B,1,1,3,NA,20
s41050,no warning,control,1B,1,2,4,NA,1
s41050,no warning,truncated,1B,1,3,3,NA,33
s41050,no warning,control,1B,1,4,3,NA,27
s41050,no warning,truncated,1B,1,5,5,NA,11
s41050,no warning,control,1B,1,6,3,NA,19
s41050,no warning,truncated,1B,1,7,7,NA,29
s41050,no warning,control,1B,1,8,4,NA,8
s41050,no warning,truncated,1B,1,9,4,NA,39
s41050,no warning,control,1B,1,10,2,NA,14
s41050,no warning,truncated,1B,1,11,2,NA,35
s41050,no warning,control,1B,1,12,4,NA,7
s41050,no warning,truncated,1B,1,13,7,NA,31
s41050,no warning,control,1B,1,14,6,NA,21
s41050,no warning,truncated,1B,1,15,3,NA,23
s41050,no warning,control,1B,1,16,4,NA,24
s41050,no warning,truncated,1B,1,17,2,NA,4
s41050,no warning,control,1B,1,18,2,NA,30
s41050,no warning,truncated,1B,1,19,7,NA,40
s41050,no warning,control,1B,1,20,4,NA,22
s41050,no warning,truncated,1B,1,21,2,NA,32
s41050,no warning,control,1B,1,22,2,NA,34
s41050,no warning,truncated,1B,1,23,7,NA,18
s41050,no warning,control,1B,1,24,2,NA,5
s41050,no warning,truncated,1B,1,25,7,NA,12
s41050,no warning,control,1B,1,26,4,NA,38
s41050,no warning,truncated,1B,1,27,2,NA,3
s41050,no warning,control,1B,1,28,3,NA,28
s41050,no warning,truncated,1B,1,29,7,NA,17
s41050,no warning,control,1B,1,30,3,NA,13
s41050,no warning,truncated,1B,1,31,5,NA,2
s41050,no warning,control,1B,1,32,7,NA,15
s41050,no warning,truncated,1B,1,33,6,NA,9
s41050,no warning,control,1B,1,34,3,NA,16
s41050,no warning,truncated,1B,1,35,6,NA,10
s41050,no warning,control,1B,1,36,2,NA,26
s41050,no warning,truncated,1B,1,37,4,NA,25
s41050,no warning,control,1B,1,38,4,NA,36
s41050,no warning,truncated,1B,1,39,2,NA,37
s41050,no warning,control,1B,1,40,2,NA,6
s41050,no warning,truncated,2B,2,1,6,NA,11
s41050,no warning,control,2B,2,2,6,NA,33
s41050,no warning,truncated,2B,2,3,4,NA,16
s41050,no warning,control,2B,2,4,5,NA,15
s41050,no warning,truncated,2B,2,5,6,NA,10
s41050,no warning,control,2B,2,6,3,NA,4
s41050,no warning,truncated,2B,2,7,3,NA,37
s41050,no warning,control,2B,2,8,3,NA,21
s41050,no warning,truncated,2B,2,9,2,NA,32
s41050,no warning,control,2B,2,10,2,NA,23
s41050,no warning,truncated,2B,2,11,6,NA,14
s41050,no warning,control,2B,2,12,1,NA,8
s41050,no warning,truncated,2B,2,13,6,NA,24
s41050,no warning,control,2B,2,14,4,NA,29
s41050,no warning,truncated,2B,2,15,2,NA,30
s41050,no warning,control,2B,2,16,1,NA,22
s41050,no warning,truncated,2B,2,17,2,NA,40
s41050,no warning,control,2B,2,18,2,NA,17
s41050,no warning,truncated,2B,2,19,4,NA,34
s41050,no warning,control,2B,2,20,4,NA,27
s41050,no warning,truncated,2B,2,21,2,NA,2
s41050,no warning,control,2B,2,22,4,NA,35
s41050,no warning,truncated,2B,2,23,2,NA,7
s41050,no warning,control,2B,2,24,1,NA,25
s41050,no warning,truncated,2B,2,25,7,NA,5
s41050,no warning,control,2B,2,26,4,NA,38
s41050,no warning,truncated,2B,2,27,1,NA,6
s41050,no warning,control,2B,2,28,1,NA,36
s41050,no warning,truncated,2B,2,29,5,NA,18
s41050,no warning,control,2B,2,30,3,NA,19
s41050,no warning,truncated,2B,2,31,4,NA,28
s41050,no warning,control,2B,2,32,1,NA,31
s41050,no warning,truncated,2B,2,33,6,NA,26
s41050,no warning,control,2B,2,34,3,NA,1
s41050,no warning,truncated,2B,2,35,5,NA,9
s41050,no warning,control,2B,2,36,2,NA,3
s41050,no warning,truncated,2B,2,37,3,NA,13
s41050,no warning,control,2B,2,38,2,NA,20
s41050,no warning,truncated,2B,2,39,2,NA,39
s41050,no warning,control,2B,2,40,4,NA,12
s41051,no warning,truncated,2B,1,1,7,NA,32
s41051,no warning,control,2B,1,2,7,NA,21
s41051,no warning,truncated,2B,1,3,7,NA,18
s41051,no warning,control,2B,1,4,7,NA,19
s41051,no warning,truncated,2B,1,5,7,NA,37
s41051,no warning,control,2B,1,6,4,NA,16
s41051,no warning,truncated,2B,1,7,7,NA,26
s41051,no warning,control,2B,1,8,4,NA,6
s41051,no warning,truncated,2B,1,9,2,NA,10
