participantid,subject_condition,graph_condition,group,session,question,rating,check,order
s41087,warning,control,2A,2,37,2,right,12
s41087,warning,truncated,2A,2,38,4,right,39
s41087,warning,control,2A,2,39,1,right,22
s41087,warning,truncated,2A,2,40,6,right,28
s41088,warning,truncated,2B,1,1,6,right,17
s41088,warning,control,2B,1,2,4,right,35
s41088,warning,truncated,2B,1,3,3,right,18
s41088,warning,control,2B,1,4,4,right,38
s41088,warning,truncated,2B,1,5,6,right,5
s41088,warning,control,2B,1,6,4,right,36
s41088,warning,truncated,2B,1,7,5,right,31
s41088,warning,control,2B,1,8,4,right,16
s41088,warning,truncated,2B,1,9,3,right,25
s41088,warning,control,2B,1,10,4,right,7
s41088,warning,truncated,2B,1,11,6,right,6
s41088,warning,control,2B,1,12,1,right,20
s41088,warning,truncated,2B,1,13,5,right,40
s41088,warning,control,2B,1,14,5,right,8
s41088,warning,truncated,2B,1,15,4,right,12
s41088,warning,control,2B,1,16,2,right,33
s41088,warning,truncated,2B,1,17,3,right,39
s41088,warning,control,2B,1,18,4,right,4
s41088,warning,truncated,2B,1,19,5,right,34
s41088,warning,control,2B,1,20,5,right,27
s41088,warning,truncated,2B,1,21,3,right,15
s41088,warning,control,2B,1,22,5,right,28
s41088,warning,truncated,2B,1,23,3,right,1
s41088,warning,control,2B,1,24,4,right,37
s41088,warning,truncated,2B,1,25,6,right,3
s41088,warning,control,2B,1,26,6,right,32
s41088,warning,truncated,2B,1,27,2,right,23
s41088,warning,control,2B,1,28,2,right,2
s41088,warning,truncated,2B,1,29,7,right,30
s41088,warning,control,2B,1,30,4,right,11
s41088,warning,truncated,2B,1,31,5,right,29
s41088,warning,control,2B,1,32,2,right,14
s41088,warning,truncated,2B,1,33,7,right,13
s41088,warning,control,2B,1,34,4,right,9
s41088,warning,truncated,2B,1,35,6,right,24
s41088,warning,control,2B,1,36,4,right,21
s41088,warning,truncated,2B,1,37,3,right,19
s41088,warning,control,2B,1,38,4,right,26
s41088,warning,truncated,2B,1,39,3,right,10
s41088,warning,control,2B,1,40,5,right,22
s41088,warning,control,1A,2,1,4,right,7
s41088,warning,truncated,1A,2,2,6,right,27
s41088,warning,control,1A,2,3,2,right,5
s41088,warning,truncated,1A,2,4,6,right,12
s41088,warning,control,1A,2,5,4,right,32
s41088,warning,truncated,1A,2,6,5,right,38
s41088,warning,control,1A,2,7,5,right,10
s41088,warning,truncated,1A,2,8,4,right,3
s41088,warning,control,1A,2,9,5,right,13
s41088,warning,truncated,1A,2,10,3,right,17
s41088,warning,control,1A,2,11,5,right,23
s41088,warning,truncated,1A,2,12,6,right,14
s41088,warning,control,1A,2,13,5,right,18
s41088,warning,truncated,1A,2,14,5,right,25
s41088,warning,control,1A,2,15,5,right,26
s41088,warning,truncated,1A,2,16,4,right,6
s41088,warning,control,1A,2,17,3,right,21
s41088,warning,truncated,1A,2,18,4,right,40
s41088,warning,control,1A,2,19,5,right,8
s41088,warning,truncated,1A,2,20,4,right,24
s41088,warning,control,1A,2,21,2,right,31
s41088,warning,truncated,1A,2,22,4,right,28
s41088,warning,control,1A,2,23,6,right,1
s41088,warning,truncated,1A,2,24,3,right,2
s41088,warning,control,1A,2,25,5,right,19
s41088,warning,truncated,1A,2,26,5,right,34
s41088,warning,control,1A,2,27,2,right,30
s41088,warning,truncated,1A,2,28,6,right,22
s41088,warning,control,1A,2,29,5,right,29
s41088,warning,truncated,1A,2,30,4,right,39
s41088,warning,control,1A,2,31,3,right,4
s41088,warning,truncated,1A,2,32,7,right,9
s41088,warning,control,1A,2,33,4,right,20
s41088,warning,truncated,1A,2,34,5,right,33
s41088,warning,control,1A,2,35,4,right,35
s41088,warning,truncated,1A,2,36,2,right,16
s41088,warning,control,1A,2,37,3,right,36
s41088,warning,truncated,1A,2,38,6,right,37
s41088,warning,control,1A,2,39,1,right,15
s41088,warning,truncated,1A,2,40,4,right,11
s41089,no warning,truncated,2B,1,1,7,NA,15
s41089,no warning,control,2B,1,2,6,NA,25
s41089,no warning,truncated,2B,1,3,6,NA,28
s41089,no warning,control,2B,1,4,6,NA,18
s41089,no warning,truncated,2B,1,5,6,NA,3
s41089,no warning,control,2B,1,6,6,NA,13
s41089,no warning,truncated,2B,1,7,6,NA,39
s41089,no warning,control,2B,1,8,6,NA,6
s41089,no warning,truncated,2B,1,9,6,NA,14
s41089,no warning,control,2B,1,10,7,NA,4
s41089,no warning,truncated,2B,1,11,6,NA,24
s41089,no warning,control,2B,1,12,7,NA,22
s41089,no warning,truncated,2B,1,13,7,NA,31
s41089,no warning,control,2B,1,14,7,NA,29
s41089,no warning,truncated,2B,1,15,7,NA,33
s41089,no warning,control,2B,1,16,6,NA,40
s41089,no warning,truncated,2B,1,17,7,NA,16
s41089,no warning,control,2B,1,18,6,NA,23
s41089,no warning,truncated,2B,1,19,6,NA,38
s41089,no warning,control,2B,1,20,6,NA,1
s41089,no warning,truncated,2B,1,21,7,NA,17
s41089,no warning,control,2B,1,22,7,NA,2
s41089,no warning,truncated,2B,1,23,6,NA,37
s41089,no warning,control,2B,1,24,6,NA,26
s41089,no warning,truncated,2B,1,25,7,NA,19
s41089,no warning,control,2B,1,26,6,NA,12
s41089,no warning,truncated,2B,1,27,6,NA,32
s41089,no warning,control,2B,1,28,6,NA,36
s41089,no warning,truncated,2B,1,29,7,NA,11
s41089,no warning,control,2B,1,30,6,NA,8
s41089,no warning,truncated,2B,1,31,6,NA,27
s41089,no warning,control,2B,1,32,6,NA,9
s41089,no warning,truncated,2B,1,33,6,NA,34
s41089,no warning,control,2B,1,34,7,NA,7
s41089,no warning,truncated,2B,1,35,7,NA,35
s41089,no warning,control,2B,1,36,6,NA,20
s41089,no warning,truncated,2B,1,37,7,NA,21
s41089,no warning,control,2B,1,38,6,NA,5
s41089,no warning,truncated,2B,1,39,7,NA,10
s41089,no warning,control,2B,1,40,6,NA,30
s41089,no warning,truncated,1B,2,1,6,NA,6
s41089,no warning,control,1B,2,2,6,NA,34
s41089,no warning,truncated,1B,2,3,7,NA,40
s41089,no warning,control,1B,2,4,6,NA,25
s41089,no warning,truncated,1B,2,5,6,NA,8
s41089,no warning,control,1B,2,6,7,NA,14
s41089,no warning,truncated,1B,2,7,7,NA,9
s41089,no warning,control,1B,2,8,7,NA,21
s41089,no warning,truncated,1B,2,9,6,NA,37
s41089,no warning,control,1B,2,10,6,NA,1
s41089,no warning,truncated,1B,2,11,6,NA,39
s41089,no warning,control,1B,2,12,7,NA,38
s41089,no warning,truncated,1B,2,13,7,NA,19
s41089,no warning,control,1B,2,14,6,NA,11
s41089,no warning,truncated,1B,2,15,6,NA,22
s41089,no warning,control,1B,2,16,7,NA,30
s41089,no warning,truncated,1B,2,17,7,NA,28
s41089,no warning,control,1B,2,18,6,NA,10
s41089,no warning,truncated,1B,2,19,6,NA,17
s41089,no warning,control,1B,2,20,6,NA,3
s41089,no warning,truncated,1B,2,21,6,NA,36
s41089,no warning,control,1B,2,22,7,NA,23
s41089,no warning,truncated,1B,2,23,6,NA,24
s41089,no warning,control,1B,2,24,7,NA,12
s41089,no warning,truncated,1B,2,25,6,NA,32
s41089,no warning,control,1B,2,26,7,NA,5
s41089,no warning,truncated,1B,2,27,6,NA,35
s41089,no warning,control,1B,2,28,7,NA,16
s41089,no warning,truncated,1B,2,29,6,NA,13
s41089,no warning,control,1B,2,30,6,NA,20
s41089,no warning,truncated,1B,2,31,6,NA,18
s41089,no warning,control,1B,2,32,6,NA,4
s41089,no warning,truncated,1B,2,33,6,NA,29
s41089,no warning,control,1B,2,34,7,NA,2
s41089,no warning,truncated,1B,2,35,7,NA,7
s41089,no warning,control,1B,2,36,7,NA,26
s41089,no warning,truncated,1B,2,37,6,NA,31
s41089,no warning,control,1B,2,38,6,NA,27
s41089,no warning,truncated,1B,2,39,6,NA,15
s41089,no warning,control,1B,2,40,7,NA,33
s41090,warning,truncated,1B,1,1,3,right,29
s41090,warning,control,1B,1,2,3,right,7
s41090,warning,truncated,1B,1,3,2,right,31
s41090,warning,control,1B,1,4,5,right,40
s41090,warning,truncated,1B,1,5,3,right,38
s41090,warning,control,1B,1,6,2,right,6
s41090,warning,truncated,1B,1,7,5,right,20
s41090,warning,control,1B,1,8,2,right,21
s41090,warning,truncated,1B,1,9,3,right,1
s41090,warning,control,1B,1,10,1,right,34
s41090,warning,truncated,1B,1,11,4,right,22
s41090,warning,control,1B,1,12,2,right,37
s41090,warning,truncated,1B,1,13,6,right,17
s41090,warning,control,1B,1,14,6,right,11
s41090,warning,truncated,1B,1,15,7,right,35
s41090,warning,control,1B,1,16,3,right,10
s41090,warning,truncated,1B,1,17,2,right,9
s41090,warning,control,1B,1,18,1,right,18
s41090,warning,truncated,1B,1,19,5,right,27
s41090,warning,control,1B,1,20,3,right,4
s41090,warning,truncated,1B,1,21,2,right,13
s41090,warning,control,1B,1,22,2,right,16
s41090,warning,truncated,1B,1,23,6,right,8
s41090,warning,control,1B,1,24,2,right,33
s41090,warning,truncated,1B,1,25,5,right,2
s41090,warning,control,1B,1,26,5,right,32
s41090,warning,truncated,1B,1,27,2,right,28
s41090,warning,control,1B,1,28,2,right,30
s41090,warning,truncated,1B,1,29,6,right,25
s41090,warning,control,1B,1,30,2,right,3
s41090,warning,truncated,1B,1,31,6,right,24
s41090,warning,control,1B,1,32,6,right,15
s41090,warning,truncated,1B,1,33,4,right,5
s41090,warning,control,1B,1,34,2,right,14
s41090,warning,truncated,1B,1,35,2,right,26
s41090,warning,control,1B,1,36,1,right,39
s41090,warning,truncated,1B,1,37,2,right,36
s41090,warning,control,1B,1,38,6,right,12
s41090,warning,truncated,1B,1,39,1,right,19
s41090,warning,control,1B,1,40,2,right,23
s41090,warning,control,2A,2,1,4,right,14
s41090,warning,truncated,2A,2,2,2,right,11
s41090,warning,control,2A,2,3,2,right,24
s41090,warning,truncated,2A,2,4,6,right,6
s41090,warning,control,2A,2,5,2,right,35
s41090,warning,truncated,2A,2,6,2,right,32
s41090,warning,control,2A,2,7,4,right,37
s41090,warning,truncated,2A,2,8,5,right,26
s41090,warning,control,2A,2,9,2,right,25
s41090,warning,truncated,2A,2,10,4,right,16
s41090,warning,control,2A,2,11,3,right,38
s41090,warning,truncated,2A,2,12,2,right,13
s41090,warning,control,2A,2,13,4,right,33
s41090,warning,truncated,2A,2,14,4,right,8
s41090,warning,control,2A,2,15,2,right,5
s41090,warning,truncated,2A,2,16,2,right,3
s41090,warning,control,2A,2,17,2,right,40
s41090,warning,truncated,2A,2,18,3,right,18
s41090,warning,control,2A,2,19,3,right,15
s41090,warning,truncated,2A,2,20,5,right,28
s41090,warning,control,2A,2,21,2,right,39
s41090,warning,truncated,2A,2,22,5,right,7
s41090,warning,control,2A,2,23,1,right,23
s41090,warning,truncated,2A,2,24,2,right,21
s41090,warning,control,2A,2,25,4,right,27
s41090,warning,truncated,2A,2,26,6,right,22
s41090,warning,control,2A,2,27,1,right,1
s41090,warning,truncated,2A,2,28,2,right,10
s41090,warning,control,2A,2,29,5,right,4
s41090,warning,truncated,2A,2,30,3,right,2
s41090,warning,control,2A,2,31,2,right,31
s41090,warning,truncated,2A,2,32,2,right,29
s41090,warning,control,2A,2,33,5,right,34
s41090,warning,truncated,2A,2,34,2,right,30
s41090,warning,control,2A,2,35,5,right,17
s41090,warning,truncated,2A,2,36,2,right,9
s41090,warning,control,2A,2,37,2,right,20
s41090,warning,truncated,2A,2,38,3,right,12
s41090,warning,control,2A,2,39,1,right,19
s41090,warning,truncated,2A,2,40,6,right,36
s41091,no warning,control,2A,1,1,6,NA,6
s41091,no warning,truncated,2A,1,2,7,NA,29
s41091,no warning,control,2A,1,3,3,NA,7
s41091,no warning,truncated,2A,1,4,7,NA,26
s41091,no warning,control,2A,1,5,4,NA,22
s41091,no warning,truncated,2A,1,6,6,NA,11
s41091,no warning,control,2A,1,7,4,NA,32
s41091,no warning,truncated,2A,1,8,6,NA,9
s41091,no warning,control,2A,1,9,2,NA,12
s41091,no warning,truncated,2A,1,10,4,NA,24
s41091,no warning,control,2A,1,11,5,NA,25
s41091,no warning,truncated,2A,1,12,3,NA,8
s41091,no warning,control,2A,1,13,6,NA,18
s41091,no warning,truncated,2A,1,14,7,NA,16
s41091,no warning,control,2A,1,15,2,NA,27
s41091,no warning,truncated,2A,1,16,3,NA,21
s41091,no warning,control,2A,1,17,2,NA,3
s41091,no warning,truncated,2A,1,18,6,NA,10
s41091,no warning,control,2A,1,19,2,NA,1
s41091,no warning,truncated,2A,1,20,7,NA,13
s41091,no warning,control,2A,1,21,2,NA,19
s41091,no warning,truncated,2A,1,22,7,NA,30
s41091,no warning,control,2A,1,23,1,NA,40
s41091,no warning,truncated,2A,1,24,2,NA,36
s41091,no warning,control,2A,1,25,4,NA,39
s41091,no warning,truncated,2A,1,26,7,NA,34
s41091,no warning,control,2A,1,27,1,NA,33
s41091,no warning,truncated,2A,1,28,3,NA,35
s41091,no warning,control,2A,1,29,5,NA,17
s41091,no warning,truncated,2A,1,30,6,NA,5
s41091,no warning,control,2A,1,31,4,NA,20
s41091,no warning,truncated,2A,1,32,4,NA,4
s41091,no warning,control,2A,1,33,6,NA,14
s41091,no warning,truncated,2A,1,34,5,NA,38
s41091,no warning,control,2A,1,35,5,NA,2
s41091,no warning,truncated,2A,1,36,6,NA,37
s41091,no warning,control,2A,1,37,2,NA,15
s41091,no warning,truncated,2A,1,38,4,NA,31
s41091,no warning,control,2A,1,39,1,NA,28
s41091,no warning,truncated,2A,1,40,7,NA,23
s41091,no warning,control,1A,2,1,3,NA,12
s41091,no warning,truncated,1A,2,2,6,NA,5
s41091,no warning,control,1A,2,3,1,NA,8
s41091,no warning,truncated,1A,2,4,6,NA,32
s41091,no warning,control,1A,2,5,5,NA,29
s41091,no warning,truncated,1A,2,6,6,NA,11
s41091,no warning,control,1A,2,7,4,NA,30
s41091,no warning,truncated,1A,2,8,4,NA,15
s41091,no warning,control,1A,2,9,5,NA,34
s41091,no warning,truncated,1A,2,10,2,NA,1
s41091,no warning,control,1A,2,11,6,NA,39
s41091,no warning,truncated,1A,2,12,6,NA,33
s41091,no warning,control,1A,2,13,6,NA,18
s41091,no warning,truncated,1A,2,14,7,NA,24
s41091,no warning,control,1A,2,15,5,NA,13
s41091,no warning,truncated,1A,2,16,5,NA,6
s41091,no warning,control,1A,2,17,2,NA,36
s41091,no warning,truncated,1A,2,18,3,NA,31
s41091,no warning,control,1A,2,19,5,NA,27
s41091,no warning,truncated,1A,2,20,4,NA,10
s41091,no warning,control,1A,2,21,2,NA,37
s41091,no warning,truncated,1A,2,22,3,NA,25
s41091,no warning,control,1A,2,23,6,NA,20
s41091,no warning,truncated,1A,2,24,2,NA,26
s41091,no warning,control,1A,2,25,7,NA,21
s41091,no warning,truncated,1A,2,26,6,NA,40
s41091,no warning,control,1A,2,27,2,NA,35
s41091,no warning,truncated,1A,2,28,5,NA,3
s41091,no warning,control,1A,2,29,5,NA,17
s41091,no warning,truncated,1A,2,30,4,NA,38
s41091,no warning,control,1A,2,31,4,NA,2
s41091,no warning,truncated,1A,2,32,7,NA,7
s41091,no warning,control,1A,2,33,3,NA,23
s41091,no warning,truncated,1A,2,34,3,NA,9
s41091,no warning,control,1A,2,35,3,NA,14
s41091,no warning,truncated,1A,2,36,3,NA,4
s41091,no warning,control,1A,2,37,2,NA,19
s41091,no warning,truncated,1A,2,38,7,NA,22
s41091,no warning,control,1A,2,39,1,NA,16
s41091,no warning,truncated,1A,2,40,3,NA,28
s41092,warning,control,1A,1,1,2,right,27
s41092,warning,truncated,1A,1,2,4,right,1
s41092,warning,control,1A,1,3,2,right,34
s41092,warning,truncated,1A,1,4,5,right,31
s41092,warning,control,1A,1,5,3,right,38
s41092,warning,truncated,1A,1,6,3,right,26
s41092,warning,control,1A,1,7,4,right,16
s41092,warning,truncated,1A,1,8,2,right,10
s41092,warning,control,1A,1,9,2,right,9
s41092,warning,truncated,1A,1,10,3,right,8
s41092,warning,control,1A,1,11,2,right,21
s41092,warning,truncated,1A,1,12,5,right,6
s41092,warning,control,1A,1,13,5,right,13
s41092,warning,truncated,1A,1,14,6,right,11
s41092,warning,control,1A,1,15,3,right,17
s41092,warning,truncated,1A,1,16,6,right,4
s41092,warning,control,1A,1,17,2,right,36
s41092,warning,truncated,1A,1,18,2,right,29
s41092,warning,control,1A,1,19,4,right,5
s41092,warning,truncated,1A,1,20,3,right,15
s41092,warning,control,1A,1,21,2,right,14
s41092,warning,truncated,1A,1,22,2,right,32
s41092,warning,control,1A,1,23,5,right,33
s41092,warning,truncated,1A,1,24,2,right,22
s41092,warning,control,1A,1,25,4,right,30
s41092,warning,truncated,1A,1,26,5,right,39
s41092,warning,control,1A,1,27,2,right,12
s41092,warning,truncated,1A,1,28,6,right,20
s41092,warning,control,1A,1,29,4,right,40
s41092,warning,truncated,1A,1,30,2,right,23
s41092,warning,control,1A,1,31,4,right,7
s41092,warning,truncated,1A,1,32,7,right,19
s41092,warning,control,1A,1,33,2,right,24
s41092,warning,truncated,1A,1,34,3,right,37
s41092,warning,control,1A,1,35,3,right,18
s41092,warning,truncated,1A,1,36,3,right,28
s41092,warning,control,1A,1,37,2,right,25
s41092,warning,truncated,1A,1,38,7,right,3
s41092,warning,control,1A,1,39,2,right,2
s41092,warning,truncated,1A,1,40,4,right,35
s41092,warning,truncated,2B,2,1,4,right,3
s41092,warning,control,2B,2,2,7,right,7
s41092,warning,truncated,2B,2,3,4,right,2
s41092,warning,control,2B,2,4,6,right,39
s41092,warning,truncated,2B,2,5,6,right,31
s41092,warning,control,2B,2,6,3,right,36
s41092,warning,truncated,2B,2,7,5,right,33
s41092,warning,control,2B,2,8,3,right,10
s41092,warning,truncated,2B,2,9,2,right,34
s41092,warning,control,2B,2,10,2,right,17
s41092,warning,truncated,2B,2,11,6,right,27
s41092,warning,control,2B,2,12,2,right,35
s41092,warning,truncated,2B,2,13,6,right,32
s41092,warning,control,2B,2,14,5,right,18
s41092,warning,truncated,2B,2,15,2,right,25
s41092,warning,control,2B,2,16,2,right,8
s41092,warning,truncated,2B,2,17,3,right,9
s41092,warning,control,2B,2,18,3,right,22
s41092,warning,truncated,2B,2,19,6,right,30
s41092,warning,control,2B,2,20,5,right,6
s41092,warning,truncated,2B,2,21,2,right,14
s41092,warning,control,2B,2,22,4,right,24
s41092,warning,truncated,2B,2,23,2,right,28
s41092,warning,control,2B,2,24,2,right,11
s41092,warning,truncated,2B,2,25,6,right,16
s41092,warning,control,2B,2,26,5,right,20
s41092,warning,truncated,2B,2,27,2,right,19
s41092,warning,control,2B,2,28,2,right,4
s41092,warning,truncated,2B,2,29,6,right,23
s41092,warning,control,2B,2,30,3,right,12
s41092,warning,truncated,2B,2,31,3,right,13
s41092,warning,control,2B,2,32,2,right,5
s41092,warning,truncated,2B,2,33,7,right,21
s41092,warning,control,2B,2,34,3,right,37
s41092,warning,truncated,2B,2,35,5,right,38
s41092,warning,control,2B,2,36,3,right,26
s41092,warning,truncated,2B,2,37,3,right,29
s41092,warning,control,2B,2,38,2,right,15
s41092,warning,truncated,2B,2,39,2,right,1
s41092,warning,control,2B,2,40,5,right,40
s41093,warning,control,1A,1,1,4,right,36
s41093,warning,truncated,1A,1,2,5,right,14
s41093,warning,control,1A,1,3,1,right,12
s41093,warning,truncated,1A,1,4,5,right,22
s41093,warning,control,1A,1,5,3,right,2
s41093,warning,truncated,1A,1,6,3,right,25
s41093,warning,control,1A,1,7,3,right,15
s41093,warning,truncated,1A,1,8,2,right,31
s41093,warning,control,1A,1,9,3,right,28
s41093,warning,truncated,1A,1,10,1,right,19
s41093,warning,control,1A,1,11,2,right,3
s41093,warning,truncated,1A,1,12,3,right,29
s41093,warning,control,1A,1,13,5,right,7
s41093,warning,truncated,1A,1,14,4,right,4
s41093,warning,control,1A,1,15,5,right,27
s41093,warning,truncated,1A,1,16,3,right,20
s41093,warning,control,1A,1,17,2,right,24
s41093,warning,truncated,1A,1,18,1,right,16
s41093,warning,control,1A,1,19,4,right,5
s41093,warning,truncated,1A,1,20,4,right,1
s41093,warning,control,1A,1,21,2,right,18
s41093,warning,truncated,1A,1,22,3,right,23
s41093,warning,control,1A,1,23,6,right,32
s41093,warning,truncated,1A,1,24,2,right,35
s41093,warning,control,1A,1,25,4,right,13
s41093,warning,truncated,1A,1,26,2,right,37
s41093,warning,control,1A,1,27,1,right,30
s41093,warning,truncated,1A,1,28,4,right,34
s41093,warning,control,1A,1,29,6,right,39
s41093,warning,truncated,1A,1,30,2,right,10
s41093,warning,control,1A,1,31,3,right,6
s41093,warning,truncated,1A,1,32,5,right,33
s41093,warning,control,1A,1,33,2,right,17
s41093,warning,truncated,1A,1,34,3,right,38
s41093,warning,control,1A,1,35,2,right,8
s41093,warning,truncated,1A,1,36,1,right,40
s41093,warning,control,1A,1,37,2,right,9
s41093,warning,truncated,1A,1,38,6,right,11
s41093,warning,control,1A,1,39,1,right,26
s41093,warning,truncated,1A,1,40,2,right,21
s41093,warning,truncated,2B,2,1,5,right,19
s41093,warning,control,2B,2,2,7,right,3
s41093,warning,truncated,2B,2,3,3,right,40
s41093,warning,control,2B,2,4,6,right,24
s41093,warning,truncated,2B,2,5,5,right,21
s41093,warning,control,2B,2,6,3,right,9
s41093,warning,truncated,2B,2,7,4,right,23
s41093,warning,control,2B,2,8,3,right,6
s41093,warning,truncated,2B,2,9,2,right,34
s41093,warning,control,2B,2,10,2,right,16
s41093,warning,truncated,2B,2,11,4,right,17
s41093,warning,control,2B,2,12,1,right,12
s41093,warning,truncated,2B,2,13,4,right,8
s41093,warning,control,2B,2,14,5,right,5
s41093,warning,truncated,2B,2,15,2,right,2
s41093,warning,control,2B,2,16,1,right,25
s41093,warning,truncated,2B,2,17,2,right,32
s41093,warning,control,2B,2,18,3,right,1
s41093,warning,truncated,2B,2,19,4,right,37
s41093,warning,control,2B,2,20,4,right,39
s41093,warning,truncated,2B,2,21,2,right,14
s41093,warning,control,2B,2,22,4,right,27
s41093,warning,truncated,2B,2,23,1,right,4
s41093,warning,control,2B,2,24,2,right,36
s41093,warning,truncated,2B,2,25,6,right,18
s41093,warning,control,2B,2,26,5,right,31
s41093,warning,truncated,2B,2,27,1,right,26
s41093,warning,control,2B,2,28,1,right,13
s41093,warning,truncated,2B,2,29,5,right,30
s41093,warning,control,2B,2,30,3,right,33
s41093,warning,truncated,2B,2,31,3,right,38
s41093,warning,control,2B,2,32,1,right,11
s41093,warning,truncated,2B,2,33,4,right,29
s41093,warning,control,2B,2,34,4,right,20
s41093,warning,truncated,2B,2,35,3,right,7
s41093,warning,control,2B,2,36,3,right,15
s41093,warning,truncated,2B,2,37,1,right,10
s41093,warning,control,2B,2,38,2,right,22
s41093,warning,truncated,2B,2,39,1,right,35
s41093,warning,control,2B,2,40,5,right,28
s41094,no warning,control,2A,1,1,5,NA,38
s41094,no warning,truncated,2A,1,2,7,NA,11
s41094,no warning,control,2A,1,3,3,NA,5
