participantID,group,duration,condition,question,time
s11004,B,390,truncated,39,10.551
s11004,B,390,control,40,4.629
s11005,A,977,control,1,24.245
s11005,A,977,truncated,2,7.56
s11005,A,977,control,3,3.297
s11005,A,977,truncated,4,31.821
s11005,A,977,control,5,2.532
s11005,A,977,truncated,6,330.693
s11005,A,977,control,7,3.154
s11005,A,977,truncated,8,2.243
s11005,A,977,control,9,5.002
s11005,A,977,truncated,10,4.801
s11005,A,977,control,11,3.452
s11005,A,977,truncated,12,24.74
s11005,A,977,control,13,4.067
s11005,A,977,truncated,14,4.234
s11005,A,977,control,15,6.791
s11005,A,977,truncated,16,2.773
s11005,A,977,control,17,6.525
s11005,A,977,truncated,18,16.976
s11005,A,977,control,19,2.623
s11005,A,977,truncated,20,4.697
s11005,A,977,control,21,39.069
s11005,A,977,truncated,22,3.694
s11005,A,977,control,23,3.942
s11005,A,977,truncated,24,5.926
s11005,A,977,control,25,5.8
s11005,A,977,truncated,26,3.395
s11005,A,977,control,27,3.443
s11005,A,977,truncated,28,18.467
s11005,A,977,control,29,3.156
s11005,A,977,truncated,30,10.46
s11005,A,977,control,31,3.258
s11005,A,977,truncated,32,3.238
s11005,A,977,control,33,4.513
s11005,A,977,truncated,34,128.565
s11005,A,977,control,35,5.204
s11005,A,977,truncated,36,16.369
s11005,A,977,control,37,28.109
s11005,A,977,truncated,38,7.498
s11005,A,977,control,39,1.887
s11005,A,977,truncated,40,4.299
s11006,A,880,control,1,10.455
s11006,A,880,truncated,2,8.487
s11006,A,880,control,3,26.563
s11006,A,880,truncated,4,10.9
s11006,A,880,control,5,10.071
s11006,A,880,truncated,6,9.86
s11006,A,880,control,7,11.839
s11006,A,880,truncated,8,14.087
s11006,A,880,control,9,9.616
s11006,A,880,truncated,10,37.054
s11006,A,880,control,11,15.532
s11006,A,880,truncated,12,11.512
s11006,A,880,control,13,10.547
s11006,A,880,truncated,14,9.849
s11006,A,880,control,15,13.51
s11006,A,880,truncated,16,17.158
s11006,A,880,control,17,11.078
s11006,A,880,truncated,18,11.607
s11006,A,880,control,19,52.47
s11006,A,880,truncated,20,12.527
s11006,A,880,control,21,12.7
s11006,A,880,truncated,22,6.972
s11006,A,880,control,23,9.279
s11006,A,880,truncated,24,18.303
s11006,A,880,control,25,10.496
s11006,A,880,truncated,26,9.948
s11006,A,880,control,27,16.648
s11006,A,880,truncated,28,6.917
s11006,A,880,control,29,7.616
s11006,A,880,truncated,30,11.619
s11006,A,880,control,31,8.429
s11006,A,880,truncated,32,8.335
s11006,A,880,control,33,10.238
s11006,A,880,truncated,34,11.489
s11006,A,880,control,35,7.564
s11006,A,880,truncated,36,10.291
s11006,A,880,control,37,10.911
s11006,A,880,truncated,38,20.408
s11006,A,880,control,39,8.43
s11006,A,880,truncated,40,14.555
s11007,B,1942,truncated,1,2.625
s11007,B,1942,control,2,2.814
s11007,B,1942,truncated,3,4.762
s11007,B,1942,control,4,4.51
s11007,B,1942,truncated,5,5.167
s11007,B,1942,control,6,2.282
s11007,B,1942,truncated,7,5.025
s11007,B,1942,control,8,1.944
s11007,B,1942,truncated,9,2.925
s11007,B,1942,control,10,2.755
s11007,B,1942,truncated,11,706.781
s11007,B,1942,control,12,4.641
s11007,B,1942,truncated,13,15.755
s11007,B,1942,control,14,4.063
s11007,B,1942,truncated,15,5.367
s11007,B,1942,control,16,5.329
s11007,B,1942,truncated,17,4.137
s11007,B,1942,control,18,2.03
s11007,B,1942,truncated,19,3.765
s11007,B,1942,control,20,5.632
s11007,B,1942,truncated,21,3.679
s11007,B,1942,control,22,3.51
s11007,B,1942,truncated,23,3.095
s11007,B,1942,control,24,4.738
s11007,B,1942,truncated,25,3.024
s11007,B,1942,control,26,3.704
s11007,B,1942,truncated,27,3.518
s11007,B,1942,control,28,2.602
s11007,B,1942,truncated,29,3.226
s11007,B,1942,control,30,3.141
s11007,B,1942,truncated,31,4.039
s11007,B,1942,control,32,5.136
s11007,B,1942,truncated,33,2.769
s11007,B,1942,control,34,2.287
s11007,B,1942,truncated,35,4.688
s11007,B,1942,control,36,2.947
s11007,B,1942,truncated,37,4.752
s11007,B,1942,control,38,8.579
s11007,B,1942,truncated,39,2.766
s11007,B,1942,control,40,3.073
s11008,B,910,truncated,1,14.398
s11008,B,910,control,2,17.593
s11008,B,910,truncated,3,14.823
s11008,B,910,control,4,7.756
s11008,B,910,truncated,5,20.034
s11008,B,910,control,6,12.977
s11008,B,910,truncated,7,18.141
s11008,B,910,control,8,15.186
s11008,B,910,truncated,9,10.426
s11008,B,910,control,10,18.444
s11008,B,910,truncated,11,44.963
s11008,B,910,control,12,17.371
s11008,B,910,truncated,13,13.57
s11008,B,910,control,14,17.36
s11008,B,910,truncated,15,12.889
s11008,B,910,control,16,19.795
s11008,B,910,truncated,17,8.119
s11008,B,910,control,18,17.041
s11008,B,910,truncated,19,12.65
s11008,B,910,control,20,17.54
s11008,B,910,truncated,21,11.796
s11008,B,910,control,22,12.615
s11008,B,910,truncated,23,23.181
s11008,B,910,control,24,24.072
s11008,B,910,truncated,25,20.258
s11008,B,910,control,26,17.476
s11008,B,910,truncated,27,15.159
s11008,B,910,control,28,11.367
s11008,B,910,truncated,29,12.549
s11008,B,910,control,30,22.554
s11008,B,910,truncated,31,9.873
s11008,B,910,control,32,8.8
s11008,B,910,truncated,33,15.072
s11008,B,910,control,34,14.012
s11008,B,910,truncated,35,19.029
s11008,B,910,control,36,9.885
s11008,B,910,truncated,37,16.428
s11008,B,910,control,38,21.622
s11008,B,910,truncated,39,13.215
s11008,B,910,control,40,12.518
s11009,A,1562,control,1,5.824
s11009,A,1562,truncated,2,10.338
s11009,A,1562,control,3,5.322
s11009,A,1562,truncated,4,6.047
s11009,A,1562,control,5,6.244
s11009,A,1562,truncated,6,174.864
s11009,A,1562,control,7,8.55
s11009,A,1562,truncated,8,4.093
s11009,A,1562,control,9,6.97
s11009,A,1562,truncated,10,284.132
s11009,A,1562,control,11,5.747
s11009,A,1562,truncated,12,10.055
s11009,A,1562,control,13,7.374
s11009,A,1562,truncated,14,8.576
s11009,A,1562,control,15,80.719
s11009,A,1562,truncated,16,303.424
s11009,A,1562,control,17,4.789
s11009,A,1562,truncated,18,7.554
s11009,A,1562,control,19,7.526
s11009,A,1562,truncated,20,5.64
s11009,A,1562,control,21,8.058
s11009,A,1562,truncated,22,7.182
s11009,A,1562,control,23,5.057
s11009,A,1562,truncated,24,5.905
s11009,A,1562,control,25,6.276
s11009,A,1562,truncated,26,9.828
s11009,A,1562,control,27,5.232
s11009,A,1562,truncated,28,6.871
s11009,A,1562,control,29,4.247
s11009,A,1562,truncated,30,6.195
s11009,A,1562,control,31,4.865
s11009,A,1562,truncated,32,5.614
s11009,A,1562,control,33,5.628
s11009,A,1562,truncated,34,8.296
s11009,A,1562,control,35,7.363
s11009,A,1562,truncated,36,6.349
s11009,A,1562,control,37,4.414
s11009,A,1562,truncated,38,8.733
s11009,A,1562,control,39,5.072
s11009,A,1562,truncated,40,4.849
s11010,A,465,control,1,6.592
s11010,A,465,truncated,2,6.905
s11010,A,465,control,3,3.521
s11010,A,465,truncated,4,10.449
s11010,A,465,control,5,10.09
s11010,A,465,truncated,6,21.641
s11010,A,465,control,7,4.709
s11010,A,465,truncated,8,4.325
s11010,A,465,control,9,6.431
s11010,A,465,truncated,10,4.802
s11010,A,465,control,11,4.186
s11010,A,465,truncated,12,5.473
s11010,A,465,control,13,4.68
s11010,A,465,truncated,14,5.012
s11010,A,465,control,15,5.81
s11010,A,465,truncated,16,5.159
s11010,A,465,control,17,7.007
s11010,A,465,truncated,18,5.313
s11010,A,465,control,19,8.529
s11010,A,465,truncated,20,5.55
s11010,A,465,control,21,10.548
s11010,A,465,truncated,22,6.216
s11010,A,465,control,23,7.657
s11010,A,465,truncated,24,6.914
s11010,A,465,control,25,4.863
s11010,A,465,truncated,26,5.009
s11010,A,465,control,27,5.572
s11010,A,465,truncated,28,5.786
s11010,A,465,control,29,6.513
s11010,A,465,truncated,30,5.424
s11010,A,465,control,31,7.183
s11010,A,465,truncated,32,3.769
s11010,A,465,control,33,8.155
s11010,A,465,truncated,34,7.028
s11010,A,465,control,35,10.192
s11010,A,465,truncated,36,43.084
s11010,A,465,control,37,6.26
s11010,A,465,truncated,38,11.149
s11010,A,465,control,39,5.681
s11010,A,465,truncated,40,7.757
s11011,B,480,truncated,1,5.892
s11011,B,480,control,2,8.646
s11011,B,480,truncated,3,5.116
s11011,B,480,control,4,5.595
s11011,B,480,truncated,5,8.451
s11011,B,480,control,6,8.346
s11011,B,480,truncated,7,4.159
s11011,B,480,control,8,5.95
s11011,B,480,truncated,9,6.926
s11011,B,480,control,10,17.314
s11011,B,480,truncated,11,6.059
s11011,B,480,control,12,13.597
s11011,B,480,truncated,13,5.563
s11011,B,480,control,14,6.029
s11011,B,480,truncated,15,5.49
s11011,B,480,control,16,9.79
s11011,B,480,truncated,17,7.037
s11011,B,480,control,18,5.895
s11011,B,480,truncated,19,6.858
s11011,B,480,control,20,22.428
s11011,B,480,truncated,21,8.846
s11011,B,480,control,22,5.569
s11011,B,480,truncated,23,8.441
s11011,B,480,control,24,8.173
s11011,B,480,truncated,25,5.061
s11011,B,480,control,26,4.811
s11011,B,480,truncated,27,4.045
s11011,B,480,control,28,6.853
s11011,B,480,truncated,29,5.012
s11011,B,480,control,30,8.613
s11011,B,480,truncated,31,5.864
s11011,B,480,control,32,3.57
s11011,B,480,truncated,33,6.032
s11011,B,480,control,34,7.821
s11011,B,480,truncated,35,6.626
s11011,B,480,control,36,5.406
s11011,B,480,truncated,37,10.462
s11011,B,480,control,38,11.152
s11011,B,480,truncated,39,5.196
s11011,B,480,control,40,5.964
s11012,A,1199,control,1,12.508
s11012,A,1199,truncated,2,42.824
s11012,A,1199,control,3,7.791
s11012,A,1199,truncated,4,6.232
s11012,A,1199,control,5,14.019
s11012,A,1199,truncated,6,48.157
s11012,A,1199,control,7,15.404
s11012,A,1199,truncated,8,11.607
s11012,A,1199,control,9,11.716
s11012,A,1199,truncated,10,11.898
s11012,A,1199,control,11,12.912
s11012,A,1199,truncated,12,9.241
s11012,A,1199,control,13,21.643
s11012,A,1199,truncated,14,11.555
s11012,A,1199,control,15,10.455
s11012,A,1199,truncated,16,16.696
s11012,A,1199,control,17,6.649
s11012,A,1199,truncated,18,14.275
s11012,A,1199,control,19,27.267
s11012,A,1199,truncated,20,9.976
s11012,A,1199,control,21,11.762
s11012,A,1199,truncated,22,6.966
s11012,A,1199,control,23,31.96
s11012,A,1199,truncated,24,13.511
s11012,A,1199,control,25,10.291
s11012,A,1199,truncated,26,15.502
s11012,A,1199,control,27,17.668
s11012,A,1199,truncated,28,8.664
s11012,A,1199,control,29,7.393
s11012,A,1199,truncated,30,9.914
s11012,A,1199,control,31,7.275
s11012,A,1199,truncated,32,49.514
s11012,A,1199,control,33,20.85
s11012,A,1199,truncated,34,18.515
s11012,A,1199,control,35,10.509
s11012,A,1199,truncated,36,9.165
s11012,A,1199,control,37,9.47
s11012,A,1199,truncated,38,29.625
s11012,A,1199,control,39,8.638
s11012,A,1199,truncated,40,6.729
s11013,B,484,truncated,1,7.415
s11013,B,484,control,2,9.303
s11013,B,484,truncated,3,8.517
s11013,B,484,control,4,5.704
s11013,B,484,truncated,5,11.105
s11013,B,484,control,6,8.456
s11013,B,484,truncated,7,6.178
s11013,B,484,control,8,5.127
s11013,B,484,truncated,9,9.528
s11013,B,484,control,10,8.003
s11013,B,484,truncated,11,6.447
s11013,B,484,control,12,8.61
s11013,B,484,truncated,13,5.84
s11013,B,484,control,14,7.621
s11013,B,484,truncated,15,8.446
s11013,B,484,control,16,8.181
s11013,B,484,truncated,17,6.274
s11013,B,484,control,18,15.447
s11013,B,484,truncated,19,10.513
s11013,B,484,control,20,12.429
s11013,B,484,truncated,21,10.075
s11013,B,484,control,22,5.489
s11013,B,484,truncated,23,15.307
s11013,B,484,control,24,6.128
s11013,B,484,truncated,25,7.805
s11013,B,484,control,26,6.34
s11013,B,484,truncated,27,3.969
s11013,B,484,control,28,6.234
s11013,B,484,truncated,29,5.541
s11013,B,484,control,30,8.914
s11013,B,484,truncated,31,5.726
s11013,B,484,control,32,8.219
s11013,B,484,truncated,33,7.536
s11013,B,484,control,34,8.101
s11013,B,484,truncated,35,11.101
s11013,B,484,control,36,6.182
s11013,B,484,truncated,37,8.869
s11013,B,484,control,38,16.544
s11013,B,484,truncated,39,5.092
s11013,B,484,control,40,5.175
s11014,B,2992,truncated,1,244.923
s11014,B,2992,control,2,38.124
s11014,B,2992,truncated,3,212.681
s11014,B,2992,control,4,19.15
s11014,B,2992,truncated,5,26.203
s11014,B,2992,control,6,57.909
s11014,B,2992,truncated,7,26.745
s11014,B,2992,control,8,25.061
s11014,B,2992,truncated,9,36.553
s11014,B,2992,control,10,33.668
s11014,B,2992,truncated,11,30.666
s11014,B,2992,control,12,132.71
s11014,B,2992,truncated,13,19.504
s11014,B,2992,control,14,24.379
s11014,B,2992,truncated,15,38.305
s11014,B,2992,control,16,78.57
s11014,B,2992,truncated,17,28.301
s11014,B,2992,control,18,25.747
s11014,B,2992,truncated,19,35.32
s11014,B,2992,control,20,66.107
s11014,B,2992,truncated,21,32.824
s11014,B,2992,control,22,114.387
s11014,B,2992,truncated,23,53.136
s11014,B,2992,control,24,79.349
s11014,B,2992,truncated,25,22.489
s11014,B,2992,control,26,66.171
s11014,B,2992,truncated,27,21.693
s11014,B,2992,control,28,31.651
s11014,B,2992,truncated,29,21.997
s11014,B,2992,control,30,52.708
s11014,B,2992,truncated,31,29.658
s11014,B,2992,control,32,31.72
s11014,B,2992,truncated,33,43.024
s11014,B,2992,control,34,34.505
s11014,B,2992,truncated,35,17.602
s11014,B,2992,control,36,27.583
s11014,B,2992,truncated,37,27.38
s11014,B,2992,control,38,44.07
s11014,B,2992,truncated,39,18.481
s11014,B,2992,control,40,45.901
s11015,A,1032,control,1,8.602
s11015,A,1032,truncated,2,143.314
s11015,A,1032,control,3,17.407
s11015,A,1032,truncated,4,7.431
s11015,A,1032,control,5,18.647
s11015,A,1032,truncated,6,6.687
s11015,A,1032,control,7,6.866
s11015,A,1032,truncated,8,10.152
s11015,A,1032,control,9,10.292
s11015,A,1032,truncated,10,22.55
s11015,A,1032,control,11,6.582
s11015,A,1032,truncated,12,12.37
s11015,A,1032,control,13,6.732
s11015,A,1032,truncated,14,16.874
s11015,A,1032,control,15,10.647
s11015,A,1032,truncated,16,7.484
s11015,A,1032,control,17,5.938
s11015,A,1032,truncated,18,17.574
s11015,A,1032,control,19,12.522
s11015,A,1032,truncated,20,10.915
s11015,A,1032,control,21,12.935
s11015,A,1032,truncated,22,12.264
s11015,A,1032,control,23,12.213
s11015,A,1032,truncated,24,9.21
s11015,A,1032,control,25,6.287
s11015,A,1032,truncated,26,8.95
s11015,A,1032,control,27,9.206
s11015,A,1032,truncated,28,5.572
s11015,A,1032,control,29,6.824
s11015,A,1032,truncated,30,11.878
s11015,A,1032,control,31,5.418
s11015,A,1032,truncated,32,5.958
s11015,A,1032,control,33,9.427
s11015,A,1032,truncated,34,7.984
s11015,A,1032,control,35,14.278
s11015,A,1032,truncated,36,20.327
s11015,A,1032,control,37,9.02
s11015,A,1032,truncated,38,17.821
s11015,A,1032,control,39,13.534
s11015,A,1032,truncated,40,6.551
s11016,A,1408,control,1,10.17
s11016,A,1408,truncated,2,10.071
s11016,A,1408,control,3,13.286
s11016,A,1408,truncated,4,16.501
s11016,A,1408,control,5,9.179
s11016,A,1408,truncated,6,12.463
s11016,A,1408,control,7,10.998
s11016,A,1408,truncated,8,8.568
s11016,A,1408,control,9,9.275
s11016,A,1408,truncated,10,51.33
s11016,A,1408,control,11,10.918
s11016,A,1408,truncated,12,14.573
s11016,A,1408,control,13,41.845
s11016,A,1408,truncated,14,21.587
s11016,A,1408,control,15,13.003
s11016,A,1408,truncated,16,12.376
s11016,A,1408,control,17,17.522
s11016,A,1408,truncated,18,16.735
s11016,A,1408,control,19,92.675
s11016,A,1408,truncated,20,33.644
s11016,A,1408,control,21,16.816
s11016,A,1408,truncated,22,10.04
s11016,A,1408,control,23,8.817
s11016,A,1408,truncated,24,16.788
s11016,A,1408,control,25,15.752
s11016,A,1408,truncated,26,18.218
s11016,A,1408,control,27,7.272
s11016,A,1408,truncated,28,10.271
s11016,A,1408,control,29,10.117
s11016,A,1408,truncated,30,9.193
s11016,A,1408,control,31,6.045
s11016,A,1408,truncated,32,9.47
s11016,A,1408,control,33,15.905
s11016,A,1408,truncated,34,10.595
s11016,A,1408,control,35,113.774
s11016,A,1408,truncated,36,45.467
s11016,A,1408,control,37,8.225
s11016,A,1408,truncated,38,22.792
s11016,A,1408,control,39,8.65
s11016,A,1408,truncated,40,45.739
s11017,B,687,truncated,1,11.203
s11017,B,687,control,2,8.614
s11017,B,687,truncated,3,10.545
s11017,B,687,control,4,14.069
s11017,B,687,truncated,5,12.18
s11017,B,687,control,6,12.186
s11017,B,687,truncated,7,7.716
s11017,B,687,control,8,9.449
s11017,B,687,truncated,9,7.685
s11017,B,687,control,10,7.961
s11017,B,687,truncated,11,8.9
s11017,B,687,control,12,13.909
s11017,B,687,truncated,13,9.536
s11017,B,687,control,14,8.104
s11017,B,687,truncated,15,11.22
s11017,B,687,control,16,9.518
s11017,B,687,truncated,17,8.414
s11017,B,687,control,18,9.602
s11017,B,687,truncated,19,19.614
s11017,B,687,control,20,17.39
s11017,B,687,truncated,21,8.075
s11017,B,687,control,22,8.359
s11017,B,687,truncated,23,8.971
s11017,B,687,control,24,12.57
s11017,B,687,truncated,25,7.977
s11017,B,687,control,26,11.495
s11017,B,687,truncated,27,9.262
s11017,B,687,control,28,8.916
s11017,B,687,truncated,29,7.218
s11017,B,687,control,30,12.964
s11017,B,687,truncated,31,6.814
s11017,B,687,control,32,9.651
s11017,B,687,truncated,33,14.302
s11017,B,687,control,34,19.453
s11017,B,687,truncated,35,10.432
s11017,B,687,control,36,9.772
s11017,B,687,truncated,37,17.323
s11017,B,687,control,38,12.749
s11017,B,687,truncated,39,11.296
s11017,B,687,control,40,18.114
s11018,A,899,control,1,19.821
s11018,A,899,truncated,2,12.831
s11018,A,899,control,3,9.226
s11018,A,899,truncated,4,9.594
s11018,A,899,control,5,13.002
s11018,A,899,truncated,6,16.185
s11018,A,899,control,7,10.407
s11018,A,899,truncated,8,13.519
s11018,A,899,control,9,20.042
s11018,A,899,truncated,10,16.233
s11018,A,899,control,11,19.077
s11018,A,899,truncated,12,12.378
s11018,A,899,control,13,14.377
s11018,A,899,truncated,14,13.18
s11018,A,899,control,15,19.539
s11018,A,899,truncated,16,16.691
s11018,A,899,control,17,24.689
s11018,A,899,truncated,18,13.095
s11018,A,899,control,19,9.116
s11018,A,899,truncated,20,18.827
s11018,A,899,control,21,8.256
s11018,A,899,truncated,22,15.24
s11018,A,899,control,23,9.69
s11018,A,899,truncated,24,19.158
s11018,A,899,control,25,9.828
s11018,A,899,truncated,26,14.199
s11018,A,899,control,27,20.91
s11018,A,899,truncated,28,15.375
s11018,A,899,control,29,13.704
s11018,A,899,truncated,30,16.831
s11018,A,899,control,31,10.519
s11018,A,899,truncated,32,11.361
s11018,A,899,control,33,10.546
s11018,A,899,truncated,34,17.203
s11018,A,899,control,35,19.839
s11018,A,899,truncated,36,17.777
s11018,A,899,control,37,12.063
s11018,A,899,truncated,38,14.58
s11018,A,899,control,39,8.177
s11018,A,899,truncated,40,14.013
s11019,B,1370,truncated,1,9.255
s11019,B,1370,control,2,10.042
s11019,B,1370,truncated,3,10.987
s11019,B,1370,control,4,5.997
s11019,B,1370,truncated,5,28.514
s11019,B,1370,control,6,9.382
s11019,B,1370,truncated,7,14.876
s11019,B,1370,control,8,7.923
s11019,B,1370,truncated,9,21.96
s11019,B,1370,control,10,9.531
s11019,B,1370,truncated,11,13.153
s11019,B,1370,control,12,12.886
s11019,B,1370,truncated,13,19.222
s11019,B,1370,control,14,16.972
s11019,B,1370,truncated,15,6.734
s11019,B,1370,control,16,10.101
s11019,B,1370,truncated,17,9.11
s11019,B,1370,control,18,10.891
s11019,B,1370,truncated,19,6.605
s11019,B,1370,control,20,8.75
s11019,B,1370,truncated,21,18.409
s11019,B,1370,control,22,4.962
s11019,B,1370,truncated,23,10.794
s11019,B,1370,control,24,20.204
s11019,B,1370,truncated,25,8.021
s11019,B,1370,control,26,7.631
s11019,B,1370,truncated,27,8.378
s11019,B,1370,control,28,7.501
s11019,B,1370,truncated,29,7.417
s11019,B,1370,control,30,14.527
s11019,B,1370,truncated,31,11.231
s11019,B,1370,control,32,7.397
s11019,B,1370,truncated,33,8.273
s11019,B,1370,control,34,12.453
s11019,B,1370,truncated,35,9.35
s11019,B,1370,control,36,6.304
s11019,B,1370,truncated,37,10.796
s11019,B,1370,control,38,7.422
s11019,B,1370,truncated,39,18.644
s11019,B,1370,control,40,14.535
s11020,B,1052,truncated,1,4.578
s11020,B,1052,control,2,4.996
s11020,B,1052,truncated,3,6.048
s11020,B,1052,control,4,4.9
s11020,B,1052,truncated,5,6.403
s11020,B,1052,control,6,3.36
s11020,B,1052,truncated,7,4.489
s11020,B,1052,control,8,4.472
s11020,B,1052,truncated,9,2.851
s11020,B,1052,control,10,6.393
s11020,B,1052,truncated,11,4.174
s11020,B,1052,control,12,5.506
s11020,B,1052,truncated,13,2.373
s11020,B,1052,control,14,5.523
s11020,B,1052,truncated,15,9.203
s11020,B,1052,control,16,2.993
s11020,B,1052,truncated,17,4.772
s11020,B,1052,control,18,8.341
s11020,B,1052,truncated,19,5.276
s11020,B,1052,control,20,8.515
s11020,B,1052,truncated,21,5.739
s11020,B,1052,control,22,25.289
s11020,B,1052,truncated,23,3.486
s11020,B,1052,control,24,5.572
s11020,B,1052,truncated,25,10.256
s11020,B,1052,control,26,2.866
s11020,B,1052,truncated,27,3.887
s11020,B,1052,control,28,3.468
s11020,B,1052,truncated,29,3.011
s11020,B,1052,control,30,14.817
s11020,B,1052,truncated,31,3.21
s11020,B,1052,control,32,2.879
s11020,B,1052,truncated,33,7.634
s11020,B,1052,control,34,4.082
s11020,B,1052,truncated,35,5.156
s11020,B,1052,control,36,2.659
s11020,B,1052,truncated,37,13.683
s11020,B,1052,control,38,623.459
s11020,B,1052,truncated,39,3.833
s11020,B,1052,control,40,4.466
s11021,A,942,control,1,6.555
s11021,A,942,truncated,2,10.655
