participantID,duration,subject_condition,graph_condition,group,question,time
s31059,729,no warning,truncated,A,12,7.275
s31059,729,no warning,control,A,13,6.677
s31059,729,no warning,truncated,A,14,8.471
s31059,729,no warning,control,A,15,8.326
s31059,729,no warning,truncated,A,16,4.491
s31059,729,no warning,control,A,17,18.766
s31059,729,no warning,truncated,A,18,5.684
s31059,729,no warning,control,A,19,4.605
s31059,729,no warning,truncated,A,20,5.037
s31059,729,no warning,control,A,21,6.15
s31059,729,no warning,truncated,A,22,8.369
s31059,729,no warning,control,A,23,4.847
s31059,729,no warning,truncated,A,24,5.709
s31059,729,no warning,control,A,25,5.773
s31059,729,no warning,truncated,A,26,7.424
s31059,729,no warning,control,A,27,9.422
s31059,729,no warning,truncated,A,28,6.222
s31059,729,no warning,control,A,29,21.03
s31059,729,no warning,truncated,A,30,10.489
s31059,729,no warning,control,A,31,4.485
s31059,729,no warning,truncated,A,32,11.862
s31059,729,no warning,control,A,33,9.499
s31059,729,no warning,truncated,A,34,10.092
s31059,729,no warning,control,A,35,9.093
s31059,729,no warning,truncated,A,36,5.602
s31059,729,no warning,control,A,37,6.707
s31059,729,no warning,truncated,A,38,5.405
s31059,729,no warning,control,A,39,4.159
s31059,729,no warning,truncated,A,40,6.436
s31060,803,no warning,NA,B,instructions,60.005
s31060,803,no warning,truncated,B,1,10.539
s31060,803,no warning,control,B,2,10.579
s31060,803,no warning,truncated,B,3,7.09
s31060,803,no warning,control,B,4,5.535
s31060,803,no warning,truncated,B,5,9.41
s31060,803,no warning,control,B,6,11.366
s31060,803,no warning,truncated,B,7,7.211
s31060,803,no warning,control,B,8,7.312
s31060,803,no warning,truncated,B,9,5.816
s31060,803,no warning,control,B,10,8.75
s31060,803,no warning,truncated,B,11,6.578
s31060,803,no warning,control,B,12,8.37
s31060,803,no warning,truncated,B,13,5.948
s31060,803,no warning,control,B,14,5.861
s31060,803,no warning,truncated,B,15,6.047
s31060,803,no warning,control,B,16,6.8
s31060,803,no warning,truncated,B,17,8.544
s31060,803,no warning,control,B,18,10.548
s31060,803,no warning,truncated,B,19,8.356
s31060,803,no warning,control,B,20,8.207
s31060,803,no warning,truncated,B,21,7.544
s31060,803,no warning,control,B,22,10.022
s31060,803,no warning,truncated,B,23,6.154
s31060,803,no warning,control,B,24,9.894
s31060,803,no warning,truncated,B,25,7.165
s31060,803,no warning,control,B,26,6.547
s31060,803,no warning,truncated,B,27,7.165
s31060,803,no warning,control,B,28,5.711
s31060,803,no warning,truncated,B,29,6.467
s31060,803,no warning,control,B,30,7.473
s31060,803,no warning,truncated,B,31,6.527
s31060,803,no warning,control,B,32,4.523
s31060,803,no warning,truncated,B,33,11.265
s31060,803,no warning,control,B,34,11.667
s31060,803,no warning,truncated,B,35,6.332
s31060,803,no warning,control,B,36,5.451
s31060,803,no warning,truncated,B,37,7.366
s31060,803,no warning,control,B,38,10.621
s31060,803,no warning,truncated,B,39,9.68
s31060,803,no warning,control,B,40,7.501
s31061,841,warning,NA,A,instructions,7.889
s31061,841,warning,control,A,1,54.011
s31061,841,warning,truncated,A,2,5.439
s31061,841,warning,control,A,3,5.082
s31061,841,warning,truncated,A,4,11.405
s31061,841,warning,control,A,5,8.509
s31061,841,warning,truncated,A,6,4.921
s31061,841,warning,control,A,7,8.283
s31061,841,warning,truncated,A,8,20.739
s31061,841,warning,control,A,9,5.363
s31061,841,warning,truncated,A,10,9.686
s31061,841,warning,control,A,11,9.98
s31061,841,warning,truncated,A,12,7.382
s31061,841,warning,control,A,13,21.388
s31061,841,warning,truncated,A,14,6.293
s31061,841,warning,control,A,15,5.57
s31061,841,warning,truncated,A,16,7.9
s31061,841,warning,control,A,17,122.144
s31061,841,warning,truncated,A,18,6.201
s31061,841,warning,control,A,19,10.274
s31061,841,warning,truncated,A,20,10.238
s31061,841,warning,control,A,21,8.265
s31061,841,warning,truncated,A,22,4.183
s31061,841,warning,control,A,23,5.288
s31061,841,warning,truncated,A,24,6.878
s31061,841,warning,control,A,25,6.131
s31061,841,warning,truncated,A,26,10.797
s31061,841,warning,control,A,27,15.056
s31061,841,warning,truncated,A,28,8.358
s31061,841,warning,control,A,29,5.05
s31061,841,warning,truncated,A,30,6.529
s31061,841,warning,control,A,31,10.905
s31061,841,warning,truncated,A,32,9.407
s31061,841,warning,control,A,33,6.315
s31061,841,warning,truncated,A,34,4.565
s31061,841,warning,control,A,35,7.715
s31061,841,warning,truncated,A,36,34.349
s31061,841,warning,control,A,37,6.494
s31061,841,warning,truncated,A,38,8.126
s31061,841,warning,control,A,39,3.933
s31061,841,warning,truncated,A,40,5.248
s31062,239,no warning,NA,B,instructions,2.638
s31062,239,no warning,truncated,B,1,2.13
s31062,239,no warning,control,B,2,2.125
s31062,239,no warning,truncated,B,3,2.283
s31062,239,no warning,control,B,4,2.522
s31062,239,no warning,truncated,B,5,2.29
s31062,239,no warning,control,B,6,5.316
s31062,239,no warning,truncated,B,7,2.093
s31062,239,no warning,control,B,8,3.715
s31062,239,no warning,truncated,B,9,2.417
s31062,239,no warning,control,B,10,2.727
s31062,239,no warning,truncated,B,11,1.699
s31062,239,no warning,control,B,12,2.063
s31062,239,no warning,truncated,B,13,2.009
s31062,239,no warning,control,B,14,2.853
s31062,239,no warning,truncated,B,15,2.031
s31062,239,no warning,control,B,16,2.761
s31062,239,no warning,truncated,B,17,2.258
s31062,239,no warning,control,B,18,2.172
s31062,239,no warning,truncated,B,19,2.772
s31062,239,no warning,control,B,20,2.606
s31062,239,no warning,truncated,B,21,2.696
s31062,239,no warning,control,B,22,2.347
s31062,239,no warning,truncated,B,23,2.898
s31062,239,no warning,control,B,24,2.355
s31062,239,no warning,truncated,B,25,3.958
s31062,239,no warning,control,B,26,2.559
s31062,239,no warning,truncated,B,27,2.701
s31062,239,no warning,control,B,28,3.13
s31062,239,no warning,truncated,B,29,7.106
s31062,239,no warning,control,B,30,4.097
s31062,239,no warning,truncated,B,31,2.971
s31062,239,no warning,control,B,32,4.49
s31062,239,no warning,truncated,B,33,2.096
s31062,239,no warning,control,B,34,2.45
s31062,239,no warning,truncated,B,35,2.107
s31062,239,no warning,control,B,36,3.087
s31062,239,no warning,truncated,B,37,2.757
s31062,239,no warning,control,B,38,3.011
s31062,239,no warning,truncated,B,39,1.886
s31062,239,no warning,control,B,40,2.357
s31063,323,warning,NA,B,instructions,6.91
s31063,323,warning,truncated,B,1,3.765
s31063,323,warning,control,B,2,2.511
s31063,323,warning,truncated,B,3,3.652
s31063,323,warning,control,B,4,3.766
s31063,323,warning,truncated,B,5,2.623
s31063,323,warning,control,B,6,2.702
s31063,323,warning,truncated,B,7,2.373
s31063,323,warning,control,B,8,1.85
s31063,323,warning,truncated,B,9,2.868
s31063,323,warning,control,B,10,3.763
s31063,323,warning,truncated,B,11,3.032
s31063,323,warning,control,B,12,3.958
s31063,323,warning,truncated,B,13,3.704
s31063,323,warning,control,B,14,2.552
s31063,323,warning,truncated,B,15,2.462
s31063,323,warning,control,B,16,2.843
s31063,323,warning,truncated,B,17,2.519
s31063,323,warning,control,B,18,2.289
s31063,323,warning,truncated,B,19,2.87
s31063,323,warning,control,B,20,2.873
s31063,323,warning,truncated,B,21,2.537
s31063,323,warning,control,B,22,3.818
s31063,323,warning,truncated,B,23,3.148
s31063,323,warning,control,B,24,3.501
s31063,323,warning,truncated,B,25,3.171
s31063,323,warning,control,B,26,2.496
s31063,323,warning,truncated,B,27,3.445
s31063,323,warning,control,B,28,3.055
s31063,323,warning,truncated,B,29,2.265
s31063,323,warning,control,B,30,3.968
s31063,323,warning,truncated,B,31,2.294
s31063,323,warning,control,B,32,7.236
s31063,323,warning,truncated,B,33,2.635
s31063,323,warning,control,B,34,2.413
s31063,323,warning,truncated,B,35,3.777
s31063,323,warning,control,B,36,2.291
s31063,323,warning,truncated,B,37,2.706
s31063,323,warning,control,B,38,2.637
s31063,323,warning,truncated,B,39,2.19
s31063,323,warning,control,B,40,2.974
s31064,215,no warning,NA,A,instructions,5.029
s31064,215,no warning,control,A,1,0.671
s31064,215,no warning,truncated,A,2,0.737
s31064,215,no warning,control,A,3,0.727
s31064,215,no warning,truncated,A,4,0.739
s31064,215,no warning,control,A,5,0.325
s31064,215,no warning,truncated,A,6,0.799
s31064,215,no warning,control,A,7,0.747
s31064,215,no warning,truncated,A,8,0.721
s31064,215,no warning,control,A,9,0.399
s31064,215,no warning,truncated,A,10,0.59
s31064,215,no warning,control,A,11,0.718
s31064,215,no warning,truncated,A,12,0.762
s31064,215,no warning,control,A,13,0.438
s31064,215,no warning,truncated,A,14,0.716
s31064,215,no warning,control,A,15,0.792
s31064,215,no warning,truncated,A,16,0.639
s31064,215,no warning,control,A,17,4.84
s31064,215,no warning,truncated,A,18,0.625
s31064,215,no warning,control,A,19,0.387
s31064,215,no warning,truncated,A,20,0.847
s31064,215,no warning,control,A,21,0.6
s31064,215,no warning,truncated,A,22,0.778
s31064,215,no warning,control,A,23,0.693
s31064,215,no warning,truncated,A,24,0.528
s31064,215,no warning,control,A,25,1.133
s31064,215,no warning,truncated,A,26,0.733
s31064,215,no warning,control,A,27,0.803
s31064,215,no warning,truncated,A,28,0.812
s31064,215,no warning,control,A,29,0.669
s31064,215,no warning,truncated,A,30,0.606
s31064,215,no warning,control,A,31,2.794
s31064,215,no warning,truncated,A,32,0.716
s31064,215,no warning,control,A,33,0.456
s31064,215,no warning,truncated,A,34,1.386
s31064,215,no warning,control,A,35,0.45
s31064,215,no warning,truncated,A,36,0.552
s31064,215,no warning,control,A,37,0.753
s31064,215,no warning,truncated,A,38,0.666
s31064,215,no warning,control,A,39,0.755
s31064,215,no warning,truncated,A,40,0.665
s31065,2697,warning,NA,B,instructions,22.504
s31065,2697,warning,truncated,B,1,10.119
s31065,2697,warning,control,B,2,8.494
s31065,2697,warning,truncated,B,3,390.346
s31065,2697,warning,control,B,4,10.298
s31065,2697,warning,truncated,B,5,6.793
s31065,2697,warning,control,B,6,374.176
s31065,2697,warning,truncated,B,7,8.462
s31065,2697,warning,control,B,8,6.196
s31065,2697,warning,truncated,B,9,3.77
s31065,2697,warning,control,B,10,22.305
s31065,2697,warning,truncated,B,11,8.059
s31065,2697,warning,control,B,12,67.445
s31065,2697,warning,truncated,B,13,7.39
s31065,2697,warning,control,B,14,52.697
s31065,2697,warning,truncated,B,15,6.419
s31065,2697,warning,control,B,16,5.438
s31065,2697,warning,truncated,B,17,7.888
s31065,2697,warning,control,B,18,10.569
s31065,2697,warning,truncated,B,19,6.94
s31065,2697,warning,control,B,20,20.149
s31065,2697,warning,truncated,B,21,22.095
s31065,2697,warning,control,B,22,6.908
s31065,2697,warning,truncated,B,23,5.111
s31065,2697,warning,control,B,24,17.482
s31065,2697,warning,truncated,B,25,4.455
s31065,2697,warning,control,B,26,4.645
s31065,2697,warning,truncated,B,27,19.036
s31065,2697,warning,control,B,28,5.728
s31065,2697,warning,truncated,B,29,4.976
s31065,2697,warning,control,B,30,25.502
s31065,2697,warning,truncated,B,31,7.997
s31065,2697,warning,control,B,32,6.625
s31065,2697,warning,truncated,B,33,6.604
s31065,2697,warning,control,B,34,11.608
s31065,2697,warning,truncated,B,35,845.942
s31065,2697,warning,control,B,36,10.964
s31065,2697,warning,truncated,B,37,6.151
s31065,2697,warning,control,B,38,28.556
s31065,2697,warning,truncated,B,39,5.966
s31065,2697,warning,control,B,40,7.14
s31066,240,no warning,NA,B,instructions,2.502
s31066,240,no warning,truncated,B,1,3.434
s31066,240,no warning,control,B,2,2.469
s31066,240,no warning,truncated,B,3,2.228
s31066,240,no warning,control,B,4,1.942
s31066,240,no warning,truncated,B,5,3.38
s31066,240,no warning,control,B,6,1.839
s31066,240,no warning,truncated,B,7,2.633
s31066,240,no warning,control,B,8,1.998
s31066,240,no warning,truncated,B,9,2.709
s31066,240,no warning,control,B,10,2.757
s31066,240,no warning,truncated,B,11,2.173
s31066,240,no warning,control,B,12,2.748
s31066,240,no warning,truncated,B,13,3.469
s31066,240,no warning,control,B,14,1.631
s31066,240,no warning,truncated,B,15,4.516
s31066,240,no warning,control,B,16,3.163
s31066,240,no warning,truncated,B,17,42.999
s31066,240,no warning,control,B,18,2.178
s31066,240,no warning,truncated,B,19,2.331
s31066,240,no warning,control,B,20,2.75
s31066,240,no warning,truncated,B,21,1.761
s31066,240,no warning,control,B,22,2.176
s31066,240,no warning,truncated,B,23,2.661
s31066,240,no warning,control,B,24,2.223
s31066,240,no warning,truncated,B,25,2.335
s31066,240,no warning,control,B,26,1.77
s31066,240,no warning,truncated,B,27,1.889
s31066,240,no warning,control,B,28,1.739
s31066,240,no warning,truncated,B,29,2.693
s31066,240,no warning,control,B,30,2.172
s31066,240,no warning,truncated,B,31,3
s31066,240,no warning,control,B,32,2
s31066,240,no warning,truncated,B,33,2.058
s31066,240,no warning,control,B,34,1.871
s31066,240,no warning,truncated,B,35,2.892
s31066,240,no warning,control,B,36,2.445
s31066,240,no warning,truncated,B,37,1.93
s31066,240,no warning,control,B,38,2.716
s31066,240,no warning,truncated,B,39,2.046
s31066,240,no warning,control,B,40,2.975
s31067,464,warning,NA,B,instructions,7.022
s31067,464,warning,truncated,B,1,6.482
s31067,464,warning,control,B,2,7.36
s31067,464,warning,truncated,B,3,6.226
s31067,464,warning,control,B,4,3.272
s31067,464,warning,truncated,B,5,7.664
s31067,464,warning,control,B,6,7.311
s31067,464,warning,truncated,B,7,2.546
s31067,464,warning,control,B,8,4.262
s31067,464,warning,truncated,B,9,5.826
s31067,464,warning,control,B,10,2.646
s31067,464,warning,truncated,B,11,5.691
s31067,464,warning,control,B,12,9.585
s31067,464,warning,truncated,B,13,6.065
s31067,464,warning,control,B,14,5.722
s31067,464,warning,truncated,B,15,8.023
s31067,464,warning,control,B,16,9.279
s31067,464,warning,truncated,B,17,4.834
s31067,464,warning,control,B,18,11.74
s31067,464,warning,truncated,B,19,11.756
s31067,464,warning,control,B,20,11.568
s31067,464,warning,truncated,B,21,5.807
s31067,464,warning,control,B,22,5.945
s31067,464,warning,truncated,B,23,7.362
s31067,464,warning,control,B,24,8.759
s31067,464,warning,truncated,B,25,12.699
s31067,464,warning,control,B,26,7.347
s31067,464,warning,truncated,B,27,7.076
s31067,464,warning,control,B,28,8.84
s31067,464,warning,truncated,B,29,3.868
s31067,464,warning,control,B,30,8.674
s31067,464,warning,truncated,B,31,5.984
s31067,464,warning,control,B,32,3.727
s31067,464,warning,truncated,B,33,6.924
s31067,464,warning,control,B,34,8.253
s31067,464,warning,truncated,B,35,5.728
s31067,464,warning,control,B,36,6.29
s31067,464,warning,truncated,B,37,10.326
s31067,464,warning,control,B,38,2.857
s31067,464,warning,truncated,B,39,12.528
s31067,464,warning,control,B,40,6.92
s31068,1383,warning,NA,A,instructions,19.519
s31068,1383,warning,control,A,1,3.625
s31068,1383,warning,truncated,A,2,3.524
s31068,1383,warning,control,A,3,3.761
s31068,1383,warning,truncated,A,4,67.096
s31068,1383,warning,control,A,5,2.996
s31068,1383,warning,truncated,A,6,3.992
s31068,1383,warning,control,A,7,14.946
s31068,1383,warning,truncated,A,8,3.612
s31068,1383,warning,control,A,9,105.859
s31068,1383,warning,truncated,A,10,12.853
s31068,1383,warning,control,A,11,3.018
s31068,1383,warning,truncated,A,12,20.165
s31068,1383,warning,control,A,13,3.75
s31068,1383,warning,truncated,A,14,5.029
s31068,1383,warning,control,A,15,3.79
s31068,1383,warning,truncated,A,16,3.868
s31068,1383,warning,control,A,17,3.064
s31068,1383,warning,truncated,A,18,5.376
s31068,1383,warning,control,A,19,3.675
s31068,1383,warning,truncated,A,20,2.86
s31068,1383,warning,control,A,21,3.672
s31068,1383,warning,truncated,A,22,3.251
s31068,1383,warning,control,A,23,2.837
s31068,1383,warning,truncated,A,24,5.989
s31068,1383,warning,control,A,25,3.367
s31068,1383,warning,truncated,A,26,5.471
s31068,1383,warning,control,A,27,3.417
s31068,1383,warning,truncated,A,28,3.236
s31068,1383,warning,control,A,29,504.798
s31068,1383,warning,truncated,A,30,4.789
s31068,1383,warning,control,A,31,21.414
s31068,1383,warning,truncated,A,32,3.346
s31068,1383,warning,control,A,33,3.316
s31068,1383,warning,truncated,A,34,3.179
s31068,1383,warning,control,A,35,3.39
s31068,1383,warning,truncated,A,36,23.505
s31068,1383,warning,control,A,37,4.302
s31068,1383,warning,truncated,A,38,3.074
s31068,1383,warning,control,A,39,5.493
s31068,1383,warning,truncated,A,40,7.849
s31069,827,no warning,NA,A,instructions,34.379
s31069,827,no warning,control,A,1,7.86
s31069,827,no warning,truncated,A,2,9.28
s31069,827,no warning,control,A,3,5.247
s31069,827,no warning,truncated,A,4,8.916
s31069,827,no warning,control,A,5,11.928
s31069,827,no warning,truncated,A,6,8.702
s31069,827,no warning,control,A,7,8.383
s31069,827,no warning,truncated,A,8,9.858
s31069,827,no warning,control,A,9,5.15
s31069,827,no warning,truncated,A,10,8.399
s31069,827,no warning,control,A,11,10.783
s31069,827,no warning,truncated,A,12,13.26
s31069,827,no warning,control,A,13,5.534
s31069,827,no warning,truncated,A,14,6.676
s31069,827,no warning,control,A,15,7.905
s31069,827,no warning,truncated,A,16,6.066
s31069,827,no warning,control,A,17,10.133
s31069,827,no warning,truncated,A,18,8.296
s31069,827,no warning,control,A,19,9.916
s31069,827,no warning,truncated,A,20,9.58
s31069,827,no warning,control,A,21,53.489
s31069,827,no warning,truncated,A,22,4.953
s31069,827,no warning,control,A,23,4.802
s31069,827,no warning,truncated,A,24,6.424
s31069,827,no warning,control,A,25,6.944
s31069,827,no warning,truncated,A,26,7.943
s31069,827,no warning,control,A,27,11.885
s31069,827,no warning,truncated,A,28,8.723
s31069,827,no warning,control,A,29,5.712
s31069,827,no warning,truncated,A,30,6.086
s31069,827,no warning,control,A,31,5.998
s31069,827,no warning,truncated,A,32,4.246
s31069,827,no warning,control,A,33,6.379
s31069,827,no warning,truncated,A,34,13.165
s31069,827,no warning,control,A,35,7.218
s31069,827,no warning,truncated,A,36,5.075
s31069,827,no warning,control,A,37,7.409
s31069,827,no warning,truncated,A,38,6.843
s31069,827,no warning,control,A,39,8.221
s31069,827,no warning,truncated,A,40,5.666
s31070,1077,warning,NA,A,instructions,25.738
s31070,1077,warning,control,A,1,9.691
s31070,1077,warning,truncated,A,2,11.849
s31070,1077,warning,control,A,3,7.484
s31070,1077,warning,truncated,A,4,6.543
s31070,1077,warning,control,A,5,10.055
s31070,1077,warning,truncated,A,6,7.901
s31070,1077,warning,control,A,7,8.536
s31070,1077,warning,truncated,A,8,6.768
s31070,1077,warning,control,A,9,10.366
s31070,1077,warning,truncated,A,10,8.371
s31070,1077,warning,control,A,11,8.153
s31070,1077,warning,truncated,A,12,31.438
s31070,1077,warning,control,A,13,8.451
s31070,1077,warning,truncated,A,14,6.58
s31070,1077,warning,control,A,15,9.922
s31070,1077,warning,truncated,A,16,7.335
s31070,1077,warning,control,A,17,11.548
s31070,1077,warning,truncated,A,18,11.72
s31070,1077,warning,control,A,19,10.967
s31070,1077,warning,truncated,A,20,13.458
s31070,1077,warning,control,A,21,8.067
s31070,1077,warning,truncated,A,22,6.5
s31070,1077,warning,control,A,23,5.647
s31070,1077,warning,truncated,A,24,5.805
s31070,1077,warning,control,A,25,12.528
s31070,1077,warning,truncated,A,26,7.647
s31070,1077,warning,control,A,27,385.491
s31070,1077,warning,truncated,A,28,15.506
s31070,1077,warning,control,A,29,8.418
s31070,1077,warning,truncated,A,30,8.634
s31070,1077,warning,control,A,31,6.349
s31070,1077,warning,truncated,A,32,15.679
s31070,1077,warning,control,A,33,6.652
s31070,1077,warning,truncated,A,34,15.231
s31070,1077,warning,control,A,35,5.833
s31070,1077,warning,truncated,A,36,7.942
s31070,1077,warning,control,A,37,8.449
s31070,1077,warning,truncated,A,38,9.281
s31070,1077,warning,control,A,39,7.085
s31070,1077,warning,truncated,A,40,14.787
s31071,1290,warning,NA,A,instructions,40.18
s31071,1290,warning,control,A,1,7.321
s31071,1290,warning,truncated,A,2,14.668
s31071,1290,warning,control,A,3,6.265
s31071,1290,warning,truncated,A,4,9.081
s31071,1290,warning,control,A,5,10.525
s31071,1290,warning,truncated,A,6,6.302
s31071,1290,warning,control,A,7,7.848
s31071,1290,warning,truncated,A,8,23.218
s31071,1290,warning,control,A,9,17.582
s31071,1290,warning,truncated,A,10,9.502
s31071,1290,warning,control,A,11,8.288
s31071,1290,warning,truncated,A,12,8.348
s31071,1290,warning,control,A,13,7.998
s31071,1290,warning,truncated,A,14,9.648
s31071,1290,warning,control,A,15,15.032
s31071,1290,warning,truncated,A,16,7.148
s31071,1290,warning,control,A,17,12.388
s31071,1290,warning,truncated,A,18,9.275
s31071,1290,warning,control,A,19,13.002
s31071,1290,warning,truncated,A,20,10.684
s31071,1290,warning,control,A,21,13.985
s31071,1290,warning,truncated,A,22,8.009
s31071,1290,warning,control,A,23,10.861
s31071,1290,warning,truncated,A,24,10.514
s31071,1290,warning,control,A,25,9.139
s31071,1290,warning,truncated,A,26,9.424
s31071,1290,warning,control,A,27,9.303
s31071,1290,warning,truncated,A,28,6.754
s31071,1290,warning,control,A,29,9.537
s31071,1290,warning,truncated,A,30,8.848
s31071,1290,warning,control,A,31,10.302
s31071,1290,warning,truncated,A,32,7.26
s31071,1290,warning,control,A,33,9.753
s31071,1290,warning,truncated,A,34,11.763
s31071,1290,warning,control,A,35,13.404
s31071,1290,warning,truncated,A,36,7.749
s31071,1290,warning,control,A,37,11.351
s31071,1290,warning,truncated,A,38,21.554
s31071,1290,warning,control,A,39,9.366
s31071,1290,warning,truncated,A,40,11.065
s31072,5546,no warning,NA,B,instructions,4.1
s31072,5546,no warning,truncated,B,1,22.221
s31072,5546,no warning,control,B,2,22.492
s31072,5546,no warning,truncated,B,3,24.696
s31072,5546,no warning,control,B,4,11.287
s31072,5546,no warning,truncated,B,5,18.56
s31072,5546,no warning,control,B,6,28.39
s31072,5546,no warning,truncated,B,7,25.221
s31072,5546,no warning,control,B,8,14.346
s31072,5546,no warning,truncated,B,9,14.623
s31072,5546,no warning,control,B,10,16.793
s31072,5546,no warning,truncated,B,11,22.884
s31072,5546,no warning,control,B,12,27.113
s31072,5546,no warning,truncated,B,13,12.793
s31072,5546,no warning,control,B,14,33.864
s31072,5546,no warning,truncated,B,15,18.042
s31072,5546,no warning,control,B,16,14.787
s31072,5546,no warning,truncated,B,17,14.347
s31072,5546,no warning,control,B,18,19.263
s31072,5546,no warning,truncated,B,19,16.316
s31072,5546,no warning,control,B,20,13.346
s31072,5546,no warning,truncated,B,21,18.847
s31072,5546,no warning,control,B,22,11.936
s31072,5546,no warning,truncated,B,23,13.328
s31072,5546,no warning,control,B,24,10.098
s31072,5546,no warning,truncated,B,25,14.384
s31072,5546,no warning,control,B,26,13.115
s31072,5546,no warning,truncated,B,27,11.923
s31072,5546,no warning,control,B,28,19.333
s31072,5546,no warning,truncated,B,29,10.834
s31072,5546,no warning,control,B,30,17.318
s31072,5546,no warning,truncated,B,31,20.179
s31072,5546,no warning,control,B,32,11.868
s31072,5546,no warning,truncated,B,33,28.467
s31072,5546,no warning,control,B,34,19.735
s31072,5546,no warning,truncated,B,35,20.343
s31072,5546,no warning,control,B,36,15.489
s31072,5546,no warning,truncated,B,37,18.862
s31072,5546,no warning,control,B,38,23.829
s31072,5546,no warning,truncated,B,39,9.591
s31072,5546,no warning,control,B,40,10.129
s31073,380,warning,NA,B,instructions,58.34
s31073,380,warning,truncated,B,1,2.154
s31073,380,warning,control,B,2,8.026
s31073,380,warning,truncated,B,3,6.825
s31073,380,warning,control,B,4,1.871
s31073,380,warning,truncated,B,5,6.762
s31073,380,warning,control,B,6,8.316
s31073,380,warning,truncated,B,7,5.381
s31073,380,warning,control,B,8,5.481
s31073,380,warning,truncated,B,9,2.097
s31073,380,warning,control,B,10,2.959
s31073,380,warning,truncated,B,11,5.286
s31073,380,warning,control,B,12,2.484
s31073,380,warning,truncated,B,13,2.854
s31073,380,warning,control,B,14,1.944
s31073,380,warning,truncated,B,15,4.994
s31073,380,warning,control,B,16,1.936
s31073,380,warning,truncated,B,17,2.924
s31073,380,warning,control,B,18,3.014
s31073,380,warning,truncated,B,19,2.318
s31073,380,warning,control,B,20,1.783
s31073,380,warning,truncated,B,21,6.147
s31073,380,warning,control,B,22,2.187
s31073,380,warning,truncated,B,23,2.707
s31073,380,warning,control,B,24,4.321
s31073,380,warning,truncated,B,25,2.173
s31073,380,warning,control,B,26,3.775
s31073,380,warning,truncated,B,27,1.982
s31073,380,warning,control,B,28,1.678
s31073,380,warning,truncated,B,29,1.95
s31073,380,warning,control,B,30,2.06
s31073,380,warning,truncated,B,31,1.694
s31073,380,warning,control,B,32,2.959
s31073,380,warning,truncated,B,33,1.886
s31073,380,warning,control,B,34,1.853
s31073,380,warning,truncated,B,35,1.759
s31073,380,warning,control,B,36,2.22
s31073,380,warning,truncated,B,37,1.764
s31073,380,warning,control,B,38,2.432
s31073,380,warning,truncated,B,39,1.828
s31073,380,warning,control,B,40,3.045
s31074,1733,warning,NA,A,instructions,661.087
s31074,1733,warning,control,A,1,16.527
s31074,1733,warning,truncated,A,2,45.559
s31074,1733,warning,control,A,3,17.121
s31074,1733,warning,truncated,A,4,11.896
s31074,1733,warning,control,A,5,16.397
s31074,1733,warning,truncated,A,6,15.506
s31074,1733,warning,control,A,7,13.818
s31074,1733,warning,truncated,A,8,14.328
s31074,1733,warning,control,A,9,11.443
s31074,1733,warning,truncated,A,10,13.321
s31074,1733,warning,control,A,11,11.041
s31074,1733,warning,truncated,A,12,15.43
s31074,1733,warning,control,A,13,93.812
s31074,1733,warning,truncated,A,14,15.145
s31074,1733,warning,control,A,15,9.638
s31074,1733,warning,truncated,A,16,14.228
s31074,1733,warning,control,A,17,9.027
s31074,1733,warning,truncated,A,18,15.167
s31074,1733,warning,control,A,19,11.874
s31074,1733,warning,truncated,A,20,72.694
s31074,1733,warning,control,A,21,15.739
s31074,1733,warning,truncated,A,22,16.313
s31074,1733,warning,control,A,23,15.358
s31074,1733,warning,truncated,A,24,35.388
s31074,1733,warning,control,A,25,10.65
s31074,1733,warning,truncated,A,26,13.455
s31074,1733,warning,control,A,27,41.86
s31074,1733,warning,truncated,A,28,16.066
s31074,1733,warning,control,A,29,10.278
s31074,1733,warning,truncated,A,30,12.455
s31074,1733,warning,control,A,31,15.428
s31074,1733,warning,truncated,A,32,9.445
s31074,1733,warning,control,A,33,18.345
s31074,1733,warning,truncated,A,34,38.255
s31074,1733,warning,control,A,35,22.516
s31074,1733,warning,truncated,A,36,12.912
s31074,1733,warning,control,A,37,14.163
s31074,1733,warning,truncated,A,38,20.879
s31074,1733,warning,control,A,39,11.478
s31074,1733,warning,truncated,A,40,19.127
s31075,1080,warning,NA,B,instructions,22.322
s31075,1080,warning,truncated,B,1,8.11
s31075,1080,warning,control,B,2,19.658
s31075,1080,warning,truncated,B,3,6.529
s31075,1080,warning,control,B,4,178.204
s31075,1080,warning,truncated,B,5,3.653
s31075,1080,warning,control,B,6,11.532
s31075,1080,warning,truncated,B,7,4.135
s31075,1080,warning,control,B,8,3.133
s31075,1080,warning,truncated,B,9,2.578
s31075,1080,warning,control,B,10,10.515
s31075,1080,warning,truncated,B,11,32.349
s31075,1080,warning,control,B,12,8.605
s31075,1080,warning,truncated,B,13,17.343
s31075,1080,warning,control,B,14,5.996
s31075,1080,warning,truncated,B,15,6.234
s31075,1080,warning,control,B,16,2.865
s31075,1080,warning,truncated,B,17,10.019
s31075,1080,warning,control,B,18,5.804
s31075,1080,warning,truncated,B,19,2.366
s31075,1080,warning,control,B,20,31.856
s31075,1080,warning,truncated,B,21,5.35
s31075,1080,warning,control,B,22,57.833
s31075,1080,warning,truncated,B,23,3.103
s31075,1080,warning,control,B,24,8.342
